S_INFO_COMPCODE,ANN_DT,S_INFO_COMPNAME,B_INFO_CREDITRATINGAGENCY,B_INFO_CREDITRATING,B_INFO_PRECREDITRATING
1.58E+03,20110705,宜昌市城市建设投资开发有限公司,6,AA,
1.58E+03,20120428,宜昌市城市建设投资开发有限公司,6,AA,AA
1.58E+03,20120611,宜昌市城市建设投资开发有限公司,6,AA,AA
1.58E+03,20130622,宜昌市城市建设投资开发有限公司,6,AA,AA
1.58E+03,20140620,宜昌市城市建设投资开发有限公司,6,AA,AA
1.58E+03,20150623,宜昌市城市建设投资开发有限公司,6,AA,AA
1.58E+03,20160726,宜昌市城市建设投资开发有限公司,6,AA+,AA
1.58E+03,20170602,宜昌市城市建设投资开发有限公司,6,AA+,AA+
1.58E+03,20170705,宜昌市城市建设投资开发有限公司,6,AA+,AA+
1.58E+03,20180626,宜昌市城市建设投资开发有限公司,6,AA+,AA+
1.60E+04,20140618,柳州市产业投资有限公司,19,AA,
1.60E+04,20150828,柳州市产业投资有限公司,19,AA,AA
1.60E+04,20160927,柳州市产业投资有限公司,19,AA-,AA
1.60E+04,20170627,广西柳州市产业投资发展集团有限公司,19,A+,AA-
1.60E+04,20180628,广西柳州市产业投资发展集团有限公司,19,A+,A+
1.61E+04,20130409,重庆航运建设发展有限公司,6,AA,
1.61E+04,20140717,重庆航运建设发展有限公司,6,AA,AA
1.61E+04,20150325,重庆航运建设发展有限公司,6,AA,AA
1.61E+04,20150723,重庆航运建设发展有限公司,6,AA,AA
1.61E+04,20160708,重庆航运建设发展有限公司,6,AA,AA
1.61E+04,20170725,重庆航运建设发展有限公司,6,AA,AA
110076,20070413,中国广核集团有限公司,2,AAA,
110076,20081202,中国广核集团有限公司,2,AAA,AAA
110076,20090512,中国广核集团有限公司,2,AAA,AAA
110076,20090525,中国广核集团有限公司,2,AAA,AAA
110076,20090630,中国广核集团有限公司,2,AAA,AAA
110076,20091228,中国广核集团有限公司,2,AAA,AAA
110076,20091230,中国广核集团有限公司,2,AAA,AAA
110076,20100202,中国广核集团有限公司,2,AAA,AAA
110076,20100423,中国广核集团有限公司,2,AAA,AAA
110076,20100507,中国广核集团有限公司,2,AAA,AAA
110076,20101011,中国广核集团有限公司,2,AAA,AAA
110076,20110117,中国广核集团有限公司,2,AAA,AAA
110076,20110406,中国广核集团有限公司,2,AAA,AAA
110076,20110511,中国广核集团有限公司,5,AAA,
110076,20110630,中国广核集团有限公司,2,AAA,AAA
110076,20111209,中国广核集团有限公司,5,AAA,AAA
110076,20120629,中国广核集团有限公司,2,AAA,AAA
110076,20121018,中国广核集团有限公司,16,A3,
110076,20121231,中国广核集团有限公司,5,AAA,AAA
110076,20130628,中国广核集团有限公司,2,AAA,AAA
110076,20130723,中国广核集团有限公司,5,AAA,AAA
110076,20130919,中国广核集团有限公司,16,A3,A3
110076,20130930,中国广核集团有限公司,16,A3,A3
110076,20140219,中国广核集团有限公司,2,AAA,AAA
110076,20140620,中国广核集团有限公司,5,AAA,AAA
110076,20140625,中国广核集团有限公司,2,AAA,AAA
110076,20141124,中国广核集团有限公司,2,AAA,AAA
110076,20150506,中国广核集团有限公司,16,A3,A3
110076,20150611,中国广核集团有限公司,2,AAA,AAA
110076,20150623,中国广核集团有限公司,2,AAA,AAA
110076,20150723,中国广核集团有限公司,5,AAA,AAA
110076,20150731,中国广核集团有限公司,16,A3,A3
110076,20151014,中国广核集团有限公司,16,A3,A3
110076,20151026,中国广核集团有限公司,16,A3,A3
110076,20160422,中国广核集团有限公司,2,AAA,AAA
110076,20160617,中国广核集团有限公司,2,AAA,AAA
110076,20160721,中国广核集团有限公司,5,AAA,AAA
110076,20161013,中国广核集团有限公司,13,AAA,
110076,20170615,中国广核集团有限公司,2,AAA,AAA
110076,20170628,中国广核集团有限公司,13,AAA,AAA
110076,20171123,中国广核集团有限公司,16,A3,A3
110076,20180615,中国广核集团有限公司,2,AAA,AAA
110076,20180626,中国广核集团有限公司,13,AAA,AAA
110076,20180816,中国广核集团有限公司,16,A3,A3
110085,20111228,中国金茂(集团)有限公司,2,AA+,
110085,20121008,中国金茂(集团)有限公司,2,AA+,AA+
110085,20130322,中国金茂(集团)有限公司,2,AA+,AA+
110085,20131029,中国金茂(集团)有限公司,2,AA+,AA+
110085,20140704,中国金茂(集团)有限公司,2,AA+,AA+
110085,20150727,中国金茂(集团)有限公司,2,AA+,AA+
110085,20160328,中国金茂(集团)有限公司,2,AA+,AA+
110085,20160728,中国金茂(集团)有限公司,2,AA+,AA+
110085,20170710,中国金茂(集团)有限公司,2,AA+,AA+
110085,20170727,中国金茂(集团)有限公司,2,AA+,AA+
110085,20180115,中国金茂(集团)有限公司,2,AA+,AA+
110085,20180702,中国金茂(集团)有限公司,2,AA+,AA+
110085,20180713,中国金茂(集团)有限公司,2,AA+,AA+
150608,20120216,中升(大连)集团有限公司,2,AA-,
150608,20120618,中升(大连)集团有限公司,2,AA-,AA-
150608,20121228,中升(大连)集团有限公司,2,AA-,AA-
150608,20130529,中升(大连)集团有限公司,2,AA,AA-
150608,20130712,中升(大连)集团有限公司,2,AA,AA
150608,20131231,中升(大连)集团有限公司,2,AA,AA
150608,20140403,中升(大连)集团有限公司,2,AA,AA
150608,20140722,中升(大连)集团有限公司,2,AA,AA
150608,20141117,中升(大连)集团有限公司,2,AA,AA
150608,20141212,中升(大连)集团有限公司,2,AA,AA
150608,20150724,中升(大连)集团有限公司,2,AA,AA
151171,20160323,吉林省亚东投资管理有限公司,14,AA,
151171,20161201,吉林省国有资本运营有限责任公司,14,AA,AA
153845,20100902,重庆市合川城市建设投资(集团)有限公司,5,AA-,
153845,20111230,重庆市合川城市建设投资(集团)有限公司,5,AA-,AA-
153845,20120724,重庆市合川城市建设投资(集团)有限公司,5,AA-,AA-
153845,20130708,重庆市合川城市建设投资(集团)有限公司,5,AA,AA-
153845,20140530,重庆市合川城市建设投资(集团)有限公司,5,AA,AA
153845,20140618,重庆市合川城市建设投资(集团)有限公司,5,AA,AA
153845,20150629,重庆市合川城市建设投资(集团)有限公司,5,AA,AA
153845,20160616,重庆市合川城市建设投资(集团)有限公司,5,AA,AA
153845,20160906,重庆市合川城市建设投资(集团)有限公司,7,AA,
153845,20170622,重庆市合川城市建设投资(集团)有限公司,5,AA+,AA
153845,20170815,重庆市合川城市建设投资(集团)有限公司,5,AA+,AA+
153845,20180626,重庆市合川城市建设投资(集团)有限公司,5,AA+,AA+
153845,20180831,重庆市合川城市建设投资(集团)有限公司,5,AA+,AA+
154528,20160812,宁波银亿控股有限公司,6,AA,
154528,20161208,宁波银亿控股有限公司,6,AA,AA
154528,20170413,宁波银亿控股有限公司,6,AA,AA
154528,20170710,宁波银亿控股有限公司,6,AA,AA
154528,20180719,宁波银亿控股有限公司,6,AA,AA
154928,20120517,天津汽车模具股份有限公司,6,A+,
154928,20130630,天津汽车模具股份有限公司,6,A+,A+
154928,20150518,天津汽车模具股份有限公司,7,AA-,
154928,20160527,天津汽车模具股份有限公司,7,AA-,AA-
154928,20170526,天津汽车模具股份有限公司,7,AA-,AA-
155915,20100716,肥城矿业集团有限责任公司,6,AA-,
155915,20111125,肥城矿业集团有限责任公司,6,AA,AA-
155915,20111220,肥城矿业集团有限责任公司,6,AA,AA
155915,20130531,肥城矿业集团有限责任公司,6,AA-,AA
155915,20140721,肥城矿业集团有限责任公司,6,AA-,AA-
155915,20150723,肥城矿业集团有限责任公司,6,A,AA-
155915,20160407,肥城矿业集团有限责任公司,6,B-,A
155915,20161109,肥城矿业集团有限责任公司,6,B-,B-
155915,20170125,肥城矿业集团有限责任公司,6,CC,B-
155915,20170801,肥城矿业集团有限责任公司,6,C,CC
157297,20091113,浙江中财型材有限责任公司,6,BBB+,
157297,20101102,浙江中财型材有限责任公司,6,BBB+,BBB+
157298,20140928,浙江温州瓯海农村商业银行股份有限公司,4,A+,
157298,20150521,浙江温州瓯海农村商业银行股份有限公司,4,AA-,A+
157298,20160727,浙江温州瓯海农村商业银行股份有限公司,4,AA-,AA-
157298,20170508,浙江温州瓯海农村商业银行股份有限公司,4,AA-,AA-
157298,20180515,浙江温州瓯海农村商业银行股份有限公司,4,AA,AA-
157299,20140912,浙江温州龙湾农村商业银行股份有限公司,6,A,
157299,20151112,浙江温州龙湾农村商业银行股份有限公司,4,AA-,
157299,20160811,浙江温州龙湾农村商业银行股份有限公司,4,AA-,AA-
157299,20170619,浙江温州龙湾农村商业银行股份有限公司,4,AA-,AA-
157299,20180730,浙江温州龙湾农村商业银行股份有限公司,4,AA,AA-
157300,20161108,黑河农村商业银行股份有限公司,2,A+,
157300,20170705,黑河农村商业银行股份有限公司,2,AA-,A+
157307,20100609,西王集团有限公司,6,AA-,
157307,20110224,西王集团有限公司,6,AA-,AA-
157307,20110406,西王集团有限公司,6,AA-,AA-
157307,20110630,西王集团有限公司,6,AA-,AA-
157307,20111228,西王集团有限公司,6,AA,AA-
157307,20120615,西王集团有限公司,6,AA,AA
157307,20120924,西王集团有限公司,6,AA,AA
157307,20121025,西王集团有限公司,6,AA,AA
157307,20121129,西王集团有限公司,6,AA,AA
157307,20130115,西王集团有限公司,6,AA,AA
157307,20130320,西王集团有限公司,6,AA,AA
157307,20130630,西王集团有限公司,6,AA,AA
157307,20131022,西王集团有限公司,6,AA,AA
157307,20140210,西王集团有限公司,6,AA,AA
157307,20140305,西王集团有限公司,6,AA,AA
157307,20140716,西王集团有限公司,6,AA,AA
157307,20141029,西王集团有限公司,6,AA,AA
157307,20141231,西王集团有限公司,6,AA,AA
157307,20150320,西王集团有限公司,6,AA,AA
157307,20150630,西王集团有限公司,6,AA+,AA
157307,20150817,西王集团有限公司,6,AA+,AA+
157307,20150921,西王集团有限公司,6,AA+,AA+
157307,20151209,西王集团有限公司,6,AA+,AA+
157307,20151224,西王集团有限公司,6,AA+,AA+
157307,20160531,西王集团有限公司,6,AA+,AA+
157307,20160608,西王集团有限公司,6,AA+,AA+
157307,20160628,西王集团有限公司,6,AA+,AA+
157307,20160721,西王集团有限公司,6,AA+,AA+
157307,20161221,西王集团有限公司,6,AA+,AA+
157307,20170116,西王集团有限公司,6,AA+,AA+
157307,20170706,西王集团有限公司,6,AA+,AA+
157307,20171012,西王集团有限公司,6,AA+,AA+
157307,20180224,西王集团有限公司,6,AA,AA+
157307,20180531,西王集团有限公司,19,AA,
157307,20180803,西王集团有限公司,6,AA+,AA
157308,20160101,西部期货有限公司,15,A,CCC
157308,20170101,西部期货有限公司,15,BBB,A
157312,20161107,浙江桐乡农村商业银行股份有限公司,19,AA-,
157345,20091104,上海网讯新材料科技股份有限公司,4,A,
157345,20110330,上海网讯新材料科技股份有限公司,4,A,A
157345,20120418,上海网讯新材料科技股份有限公司,4,A,A
157346,20091104,上海题桥纺织染纱有限公司,4,BBB,
157346,20110330,上海题桥纺织染纱有限公司,4,BBB,BBB
157346,20120418,上海题桥纺织染纱有限公司,4,BBB,BBB
157366,20091126,陕西省地方电力(集团)有限公司,6,AA,
157366,20101206,陕西省地方电力(集团)有限公司,6,AA,AA
157366,20110623,陕西省地方电力(集团)有限公司,6,AA+,AA
157375,20161205,山东龙口农村商业银行股份有限公司,5,A+,
157375,20171110,山东龙口农村商业银行股份有限公司,5,AA-,A+
157375,20180717,山东龙口农村商业银行股份有限公司,5,AA-,AA-
157376,20150826,山东临沂兰山农村合作银行,2,AA-,
157376,20160715,山东临沂兰山农村合作银行,2,AA-,AA-
157383,20111221,瑞穗银行(中国)有限公司,2,AAA,
157383,20130726,瑞穗银行(中国)有限公司,2,AAA,AAA
157492,20091225,广州天赐高新材料股份有限公司,5,BBB+,
157492,20111230,广州天赐高新材料股份有限公司,5,BBB+,BBB+
157492,20121231,广州天赐高新材料股份有限公司,5,BBB+,BBB+
157493,20091225,广州普邦园林股份有限公司,5,BBB-,
157493,20111230,广州普邦园林股份有限公司,5,BBB-,BBB-
157493,20121231,广州普邦园林股份有限公司,5,A-,BBB-
157493,20130207,广州普邦园林股份有限公司,14,AA,
157493,20130822,广州普邦园林股份有限公司,14,AA,AA
157493,20140425,广州普邦园林股份有限公司,14,AA,AA
157493,20150505,广州普邦园林股份有限公司,14,AA,AA
157493,20160614,广州普邦园林股份有限公司,14,AA,AA
157493,20170410,广州普邦园林股份有限公司,7,AA,
157493,20170418,广州普邦园林股份有限公司,14,AA,AA
157493,20180620,广州普邦园林股份有限公司,7,AA,AA
157495,20091225,广州市江丰实业股份有限公司,5,BBB,
157495,20111230,广州市江丰实业股份有限公司,5,BBB,BBB
157495,20121231,广州市江丰实业股份有限公司,5,BBB,BBB
157496,20091225,广州交通投资集团有限公司,2,AA+,
157496,20100621,广州交通投资集团有限公司,2,AA+,AA+
157496,20110429,广州交通投资集团有限公司,2,AA+,AA+
157496,20110829,广州交通投资集团有限公司,2,AA+,AA+
157496,20120914,广州交通投资集团有限公司,2,AA+,AA+
157496,20130516,广州交通投资集团有限公司,2,AA+,AA+
157496,20130625,广州交通投资集团有限公司,2,AA+,AA+
157496,20140106,广州交通投资集团有限公司,2,AA+,AA+
157496,20140214,广州交通投资集团有限公司,2,AA+,AA+
157496,20140609,广州交通投资集团有限公司,2,AA+,AA+
157496,20140624,广州交通投资集团有限公司,2,AA+,AA+
157496,20150205,广州交通投资集团有限公司,2,AA+,AA+
157496,20150520,广州交通投资集团有限公司,16,Baa1,
157496,20150624,广州交通投资集团有限公司,16,Baa1,Baa1
157496,20150728,广州交通投资集团有限公司,2,AAA,AA+
157496,20160408,广州交通投资集团有限公司,2,AAA,AAA
157496,20160729,广州交通投资集团有限公司,2,AAA,AAA
157496,20160902,广州交通投资集团有限公司,2,AAA,AAA
157496,20170320,广州交通投资集团有限公司,16,Baa1,Baa1
157496,20170605,广州交通投资集团有限公司,2,AAA,AAA
157496,20180328,广州交通投资集团有限公司,2,AAA,AAA
157496,20180726,广州交通投资集团有限公司,2,AAA,AAA
157498,20091225,广州锻造一厂有限公司,5,BBB-,
157498,20111230,广州锻造一厂有限公司,5,BBB-,BBB-
157498,20121231,广州锻造一厂有限公司,5,BBB-,BBB-
157499,20091225,博创智能装备股份有限公司,5,BB+,
157499,20111230,博创智能装备股份有限公司,5,BBB-,BB+
157499,20121231,博创智能装备股份有限公司,5,BBB-,BBB-
157525,20150908,福特汽车金融(中国)有限公司,5,AA+,
157525,20160316,福特汽车金融(中国)有限公司,5,AA+,AA+
157525,20160512,福特汽车金融(中国)有限公司,5,AA+,AA+
157525,20170424,福特汽车金融(中国)有限公司,5,AA+,AA+
157525,20170613,福特汽车金融(中国)有限公司,5,AA+,AA+
157525,20170828,福特汽车金融(中国)有限公司,5,AAA,AA+
157525,20171108,福特汽车金融(中国)有限公司,5,AAA,AAA
157525,20180224,福特汽车金融(中国)有限公司,5,AAA,AAA
157525,20180420,福特汽车金融(中国)有限公司,5,AAA,AAA
157525,20180605,福特汽车金融(中国)有限公司,5,AAA,AAA
157539,20180706,东方汇理银行(中国)有限公司,2,AAA,
158936,20140429,新兴铸管新疆控股集团有限公司,5,AA,
158936,20150212,新兴铸管新疆控股集团有限公司,5,AA,AA
158936,20150413,新兴铸管新疆控股集团有限公司,5,AA,AA
158936,20150723,新兴铸管新疆控股集团有限公司,5,AA,AA
159259,20140604,郑州投资控股有限公司,2,AA,
159259,20150626,郑州投资控股有限公司,2,AA,AA
159259,20150824,郑州投资控股有限公司,2,AA,AA
159259,20160629,郑州投资控股有限公司,2,AA,AA
159259,20161013,郑州投资控股有限公司,2,AA,AA
159259,20170623,郑州投资控股有限公司,2,AA,AA
159259,20180622,郑州投资控股有限公司,2,AA,AA
160139,20150401,平阳县利得海涂围垦开发有限公司,14,AA-,
160863,20150807,青海省能源发展(集团)有限责任公司,2,AA,
160863,20160906,青海省能源发展(集团)有限责任公司,2,AA,AA
160863,20170703,青海省能源发展(集团)有限责任公司,2,AA,AA
160863,20180727,青海省能源发展(集团)有限责任公司,2,AA,AA
161277,20120110,山东能源集团有限公司,6,AAA,
161277,20120831,山东能源集团有限公司,6,AAA,AAA
161277,20130703,山东能源集团有限公司,2,AAA,
161277,20130722,山东能源集团有限公司,6,AAA,AAA
161277,20140702,山东能源集团有限公司,2,AAA,AAA
161277,20140725,山东能源集团有限公司,6,AAA,AAA
161277,20150728,山东能源集团有限公司,6,AAA,AAA
161277,20150810,山东能源集团有限公司,6,AAA,AAA
161277,20150818,山东能源集团有限公司,2,AAA,AAA
161277,20160711,山东能源集团有限公司,6,AAA,AAA
161277,20160826,山东能源集团有限公司,2,AAA,AAA
161277,20170629,山东能源集团有限公司,2,AAA,AAA
161277,20170718,山东能源集团有限公司,6,AAA,AAA
161277,20170825,山东能源集团有限公司,2,AAA,AAA
161277,20180627,山东能源集团有限公司,2,AAA,AAA
161277,20180702,山东能源集团有限公司,6,AAA,AAA
161277,20180816,山东能源集团有限公司,6,AAA,AAA
161683,20120731,广东南海控股投资有限公司,4,AA+,
161683,20130710,广东南海控股投资有限公司,4,AA+,AA+
161683,20140725,广东南海控股投资有限公司,4,AA+,AA+
161683,20150326,广东南海控股投资有限公司,4,AA+,AA+
161683,20150521,广东南海控股投资有限公司,4,AA+,AA+
161683,20150605,广东南海控股投资有限公司,4,AA+,AA+
161683,20160401,广东南海控股投资有限公司,4,AA+,AA+
161683,20160726,广东南海控股投资有限公司,4,AA+,AA+
161683,20170727,广东南海控股投资有限公司,4,AA+,AA+
161683,20170829,广东南海控股投资有限公司,4,AA+,AA+
161683,20180627,广东南海控股投资有限公司,4,AA+,AA+
161828,20160120,协合风电投资有限公司,4,AA,
161828,20160725,协合风电投资有限公司,4,AA,AA
161828,20160908,协合风电投资有限公司,4,AA,AA
161828,20170724,协合风电投资有限公司,4,AA,AA
161828,20171115,协合风电投资有限公司,4,AA,AA
161828,20180626,协合风电投资有限公司,4,AA,AA
600404,20100722,红豆集团有限公司,5,AA-,
600404,20110314,红豆集团有限公司,5,AA-,AA-
600404,20110902,红豆集团有限公司,5,AA-,AA-
600404,20111127,红豆集团有限公司,5,AA-,AA-
600404,20120411,红豆集团有限公司,5,AA,AA-
600404,20120604,红豆集团有限公司,5,AA,AA
600404,20120802,红豆集团有限公司,5,AA,AA
600404,20121022,红豆集团有限公司,5,AA,AA
600404,20121220,红豆集团有限公司,5,AA,AA
600404,20130520,红豆集团有限公司,5,AA,AA
600404,20130627,红豆集团有限公司,5,AA,AA
600404,20130913,红豆集团有限公司,5,AA,AA
600404,20131129,红豆集团有限公司,5,AA,AA
600404,20131218,红豆集团有限公司,5,AA,AA
600404,20140630,红豆集团有限公司,5,AA,AA
600404,20140729,红豆集团有限公司,5,AA,AA
600404,20141204,红豆集团有限公司,5,AA,AA
600404,20150306,红豆集团有限公司,5,AA,AA
600404,20150311,红豆集团有限公司,5,AA,AA
600404,20150601,红豆集团有限公司,7,AA,
600404,20150604,红豆集团有限公司,5,AA,AA
600404,20150710,红豆集团有限公司,5,AA,AA
600404,20150804,红豆集团有限公司,5,AA,AA
600404,20150825,红豆集团有限公司,5,AA,AA
600404,20151112,红豆集团有限公司,5,AA,AA
600404,20151230,红豆集团有限公司,5,AA,AA
600404,20160225,红豆集团有限公司,5,AA,AA
600404,20160616,红豆集团有限公司,7,AA,AA
600404,20160705,红豆集团有限公司,5,AA,AA
600404,20160721,红豆集团有限公司,5,AA,AA
600404,20160802,红豆集团有限公司,5,AA,AA
600404,20160818,红豆集团有限公司,5,AA,AA
600404,20170111,红豆集团有限公司,5,AA+,AA
600404,20170210,红豆集团有限公司,7,AA+,AA
600404,20170303,红豆集团有限公司,5,AA+,AA+
600404,20170623,红豆集团有限公司,5,AA+,AA+
600404,20170627,红豆集团有限公司,7,AA+,AA+
600404,20170724,红豆集团有限公司,5,AA+,AA+
600404,20171011,红豆集团有限公司,5,AA+,AA+
600404,20171017,红豆集团有限公司,7,AA+,AA+
600404,20171204,红豆集团有限公司,5,AA+,AA+
600404,20171227,红豆集团有限公司,5,AA+,AA+
600404,20180326,红豆集团有限公司,5,AA+,AA+
600404,20180611,红豆集团有限公司,5,AA+,AA+
600404,20180625,红豆集团有限公司,7,AA+,AA+
600404,20180726,红豆集团有限公司,5,AA+,AA+
600523,20140516,上海永业企业(集团)有限公司,14,AA,
600523,20150730,上海永业企业(集团)有限公司,14,AA,AA
600523,20160921,上海永业企业(集团)有限公司,14,AA+,AA
600523,20170531,上海永业企业(集团)有限公司,19,AA+,
600523,20170918,上海永业企业(集团)有限公司,14,AA+,AA+
600523,20180718,上海永业企业(集团)有限公司,14,AA+,AA+
600592,20080602,哈尔滨东安发动机(集团)有限公司,6,A+,
600592,20090327,哈尔滨东安发动机(集团)有限公司,6,AA-,A+
600592,20091225,哈尔滨东安发动机(集团)有限公司,6,AA-,AA-
600632,20170627,广州医药集团有限公司,13,AAA,
600632,20180626,广州医药集团有限公司,13,AAA,AAA
600806,20090716,国电大渡河流域水电开发有限公司,2,AA,
600806,20090911,国电大渡河流域水电开发有限公司,2,AA,AA
600806,20100720,国电大渡河流域水电开发有限公司,2,AA+,AA
600806,20100728,国电大渡河流域水电开发有限公司,2,AA+,AA+
600806,20101227,国电大渡河流域水电开发有限公司,2,AA+,AA+
600806,20110915,国电大渡河流域水电开发有限公司,2,AA+,AA+
600806,20121231,国电大渡河流域水电开发有限公司,2,AA+,AA+
600806,20130703,国电大渡河流域水电开发有限公司,2,AA+,AA+
600806,20140725,国电大渡河流域水电开发有限公司,2,AA+,AA+
600806,20140814,国电大渡河流域水电开发有限公司,2,AA+,AA+
600806,20141110,国电大渡河流域水电开发有限公司,2,AAA,AA+
600806,20141124,国电大渡河流域水电开发有限公司,2,AAA,AAA
600806,20150618,国电大渡河流域水电开发有限公司,2,AAA,AAA
600806,20161103,国电大渡河流域水电开发有限公司,2,AAA,AAA
600873,20120607,华立集团股份有限公司,4,AA-,
600873,20130709,华立集团股份有限公司,4,AA-,AA-
600873,20130926,华立集团股份有限公司,4,AA-,AA-
600873,20140331,华立集团股份有限公司,4,AA,AA-
600873,20140415,华立集团股份有限公司,4,AA,AA
600873,20140618,华立集团股份有限公司,4,AA,AA
600873,20140729,华立集团股份有限公司,4,AA,AA
600873,20141204,华立集团股份有限公司,4,AA,AA
600873,20150729,华立集团股份有限公司,4,AA,AA
600873,20150820,华立集团股份有限公司,4,AA,AA
600873,20160311,华立集团股份有限公司,4,AA,AA
600873,20160725,华立集团股份有限公司,4,AA,AA
600873,20170711,华立集团股份有限公司,4,AA+,AA
600873,20180402,华立集团股份有限公司,4,AA+,AA+
600873,20180724,华立集团股份有限公司,4,AA+,AA+
600992,20091222,四川长虹电子控股集团有限公司,5,AA,
600992,20100810,四川长虹电子控股集团有限公司,5,AA,AA
600992,20101221,四川长虹电子控股集团有限公司,5,AA,AA
600992,20110620,四川长虹电子控股集团有限公司,5,AA,AA
600992,20111024,四川长虹电子控股集团有限公司,5,AA,AA
600992,20111116,四川长虹电子控股集团有限公司,5,AA,AA
600992,20111206,四川长虹电子控股集团有限公司,5,AA,AA
600992,20120702,四川长虹电子控股集团有限公司,5,AA,AA
600992,20120831,四川长虹电子控股集团有限公司,5,AA,AA
600992,20121022,四川长虹电子控股集团有限公司,5,AA,AA
600992,20130128,四川长虹电子控股集团有限公司,5,AA,AA
600992,20130626,四川长虹电子控股集团有限公司,5,AA,AA
600992,20140114,四川长虹电子控股集团有限公司,5,AA,AA
600992,20140612,四川长虹电子控股集团有限公司,5,AA,AA
600992,20140910,四川长虹电子控股集团有限公司,5,AA,AA
600992,20150701,四川长虹电子控股集团有限公司,5,AA,AA
600992,20150804,四川长虹电子控股集团有限公司,5,AA,AA
600992,20151021,四川长虹电子控股集团有限公司,5,AA,AA
600992,20151125,四川长虹电子控股集团有限公司,5,AA,AA
600992,20160727,四川长虹电子控股集团有限公司,5,AA,AA
600992,20160816,四川长虹电子控股集团有限公司,14,AA,
600992,20160819,四川长虹电子控股集团有限公司,5,AA,AA
600992,20161226,四川长虹电子控股集团有限公司,14,AA,AA
600992,20170518,四川长虹电子控股集团有限公司,5,AA,AA
600992,20170624,四川长虹电子控股集团有限公司,14,AA,AA
600992,20171016,四川长虹电子控股集团有限公司,5,AA,AA
600992,20171121,四川长虹电子控股集团有限公司,5,AA,AA
600992,20180627,四川长虹电子控股集团有限公司,14,AA,AA
600992,20180702,四川长虹电子控股集团有限公司,5,AA,AA
601169,20120412,新疆维吾尔自治区哈密地区国有资产投资经营有限公司,2,AA-,
601169,20130729,新疆维吾尔自治区哈密地区国有资产投资经营有限公司,2,AA-,AA-
601169,20140519,新疆维吾尔自治区哈密地区国有资产投资经营有限公司,14,AA,
601169,20140729,新疆维吾尔自治区哈密地区国有资产投资经营有限公司,2,AA,AA-
601169,20150612,新疆维吾尔自治区哈密地区国有资产投资经营有限公司,14,AA,AA
601169,20150619,新疆维吾尔自治区哈密地区国有资产投资经营有限公司,2,AA,AA
601169,20160627,新疆维吾尔自治区哈密地区国有资产投资经营有限公司,14,AA,AA
601169,20160629,新疆维吾尔自治区哈密地区国有资产投资经营有限公司,2,AA,AA
601169,20170118,新疆维吾尔自治区哈密地区国有资产投资经营有限公司,14,AA,AA
601169,20170623,新疆维吾尔自治区哈密地区国有资产投资经营有限公司,14,AA,AA
601169,20170629,新疆维吾尔自治区哈密地区国有资产投资经营有限公司,2,AA,AA
601169,20180624,新疆维吾尔自治区哈密市国有资产投资经营有限公司,14,AA,AA
601169,20180626,新疆维吾尔自治区哈密市国有资产投资经营有限公司,2,AA,AA
601237,20110105,保定天威集团有限公司,5,AA+,
601237,20110328,保定天威集团有限公司,5,AA+,AA+
601237,20111229,保定天威集团有限公司,5,AA+,AA+
601237,20120821,保定天威集团有限公司,5,AA+,AA+
601237,20130726,保定天威集团有限公司,5,AA,AA+
601237,20140717,保定天威集团有限公司,5,A,AA
601237,20141211,保定天威集团有限公司,5,BBB,A
601237,20150325,保定天威集团有限公司,5,BB,BBB
601237,20150417,保定天威集团有限公司,5,B,BB
601237,20150422,保定天威集团有限公司,5,C,B
601237,20150923,保定天威集团有限公司,5,C,C
601237,20160422,保定天威集团有限公司,5,C,C
601380,20080521,河南神火集团有限公司,2,AA-,
601380,20080908,河南神火集团有限公司,5,AA-,
601380,20081201,河南神火集团有限公司,5,AA-,AA-
601380,20081223,河南神火集团有限公司,2,AA-,AA-
601380,20090623,河南神火集团有限公司,2,AA-,AA-
601380,20090915,河南神火集团有限公司,2,AA-,AA-
601380,20100316,河南神火集团有限公司,5,AA-,AA-
601380,20100629,河南神火集团有限公司,2,AA,AA-
601380,20100919,河南神火集团有限公司,2,AA,AA
601380,20101231,河南神火集团有限公司,5,AA-,AA-
601380,20110221,河南神火集团有限公司,2,AA,AA
601380,20111129,河南神火集团有限公司,2,AA,AA
601380,20111230,河南神火集团有限公司,5,AA-,AA-
601380,20121227,河南神火集团有限公司,5,AA-,AA-
601380,20130206,河南神火集团有限公司,2,AA,AA
601380,20130401,河南神火集团有限公司,2,AA,AA
601380,20130724,河南神火集团有限公司,2,AA,AA
601380,20130725,河南神火集团有限公司,5,AA-,AA-
601380,20140606,河南神火集团有限公司,2,AA,AA
601380,20140714,河南神火集团有限公司,2,AA,AA
601380,20150522,河南神火集团有限公司,2,AA,AA
601380,20150727,河南神火集团有限公司,2,AA,AA
601380,20151208,河南神火集团有限公司,2,AA,AA
601380,20160112,河南神火集团有限公司,2,AA,AA
601478,20061228,北京医药集团有限责任公司,2,A+,
601478,20071121,北京医药集团有限责任公司,2,AA-,A+
601478,20080221,北京医药集团有限责任公司,2,AA-,AA-
601478,20081202,北京医药集团有限责任公司,2,AA-,AA-
601478,20090602,北京医药集团有限责任公司,2,AA,AA-
601478,20100211,北京医药集团有限责任公司,2,AA+,AA
601478,20100221,北京医药集团有限责任公司,2,AA+,AA+
