COMPANY,LESS_FIN_EXP,LESS_GERL_ADMIN_EXP,LESS_NON_OPER_EXP,LESS_OPER_COST,LESS_SELLING_DIST_EXP,OPER_PROFIT,PLUS_NON_OPER_REV,TOT_OPER_REV,TOT_PROFIT,ACCT_PAYABLE,ACCT_RCV,ADV_FROM_CUST,BONDS_PAYABLE,CONST_IN_PROG,DVD_RCV,FIN_ASSETS_AVAIL_FOR_SALE,FIX_ASSETS,INT_RCV,INVEST_REAL_ESTATE,LT_BORROW,LT_PAYABLE,MONETARY_CAP,NON_CUR_LIAB_DUE_WITHIN_1Y,NOTES_PAYABLE,NOTES_RCV,OIL_AND_NATURAL_GAS_ASSETS,OTH_PAYABLE,OTH_RCV,PRODUCTIVE_BIO_ASSETS,PROJ_MATL,ST_BORROW,TOT_ASSETS,TOT_CUR_ASSETS,TOT_CUR_LIAB,TOT_LIAB,TRADABLE_FIN_ASSETS,AMORT_INTANG_ASSETS,DEPR_FA_COGA_DPBA,NET_CASH_FLOWS_FNC_ACT,NET_CASH_FLOWS_INV_ACT,NET_CASH_FLOWS_OPER_ACT,free_cash_flow
3v3885096A,24604373.9,47830566.69,1160745.09,2933685299,63425864.52,113554585.5,42694.93,3195448064,112436535.3,815401106.2,1338770398,397076.54,,13319755.92,,,51320013.62,,,,,307265735.9,,245705181.2,80616447.03,,3379192.3,4034897.3,,,317500000,2217545199,2098286572,1400437000,1400437000,,1723608.89,4488177.61,541873525.8,-45381380.37,-475031877.6,-518485567.5
2AF3E846BD,136068789.8,129786097.8,6935349.85,5050314524,126723360.9,115546692,19863003.23,5625801224,128474345.4,315646580.1,500677793,279924955.8,,266492537.3,,,614244219.6,,1275151200,350000000,,725505027,,1598279084,12950892,,1459221485,253506187.3,,,1074747161,6969155863,4362396698,4793210886,5421388233,,3303442.9,22454346.54,779913368.2,-460239572.8,-289832494.8,551173229.8
3bIlRLVgWa,124819798.8,297183905.8,282129.91,2932597613,93129508.79,585023764.8,31366780.16,4077000282,616108415,1013818267,1072916352,3220861.09,,496226244,,,1897575783,,,105000000,,1163797519,255314710.1,76945828.11,11533341.62,,13180087.26,125966668.6,,,2602658885,6280170884,3325999229,3993980599,4098980599,,23585342.61,107206230.1,1719425185,-1449290356,115698401.1,421272916.3
2oH4EBB82B,33852890.21,50378384.65,1561751.34,709854842.6,273198048.5,-195009542.9,10873721.57,910430704.8,-185697572.6,190557695,114955625.8,31248186.83,199275122.7,71711235.24,,,830717781.5,,25572852.7,81736390,,174619724.6,75037290,22102248.3,7199859.26,,87949081.87,26226854.97,,,518471850,1906766269,789414431.7,930233720.4,1211245233,,3380017.58,74363881.73,93226113.19,-120391371.2,68554440.35,-64831593.79
neOYOYVt6D,37509465.82,66004690.82,3280311.17,258109335.9,11642113.97,268572636.8,32369013.91,535418076.3,297661339.6,55362534.92,9862194.51,17958884.7,,7938336.4,,,924334119.7,,,1189900000,16000000,134917288.9,156100000,,,,177991873.8,54636873.9,,,192250000,2849623190,1514165371,749033829.8,1954962657,,1587841.79,74132046.42,-158473954.6,76048011.3,37090662.21,-22495227.57
2oQ60C1A82,1425770.42,138471837.8,400456.66,909204024.5,71675904.64,69654362.33,18943022.41,1205957095,88196928.08,262728574.2,424493415.9,22566547.31,,272537.8,,,105246229,1692465.29,,3630000,,668122667.5,1320000,98287634.52,37654830.79,,16443509.47,15995385.1,,,74072832,1488534123,1349610941,535627611.9,539257611.9,,1728011.07,14046726.96,445128376.7,-43563263.99,108674773.7,-578702511.6
1000555,3036385.27,4642408.9,,97073662,,614394.16,3996,99867062.2,618390.16,10039017.56,,1069235.4,,,,,72637.47,,,,45000000,22266122.85,,,,,88014394.66,9700,,,,22735124.32,22275822.85,106972029.6,151972029.6,,13336,15935.44,-40000000,-130117.59,7856212.38,43028825.27
kVhWBXmM4f,-1542985.46,64774273.26,7182.61,,4289159.72,160195973.6,1937671.34,339027447.1,162126462.3,51032.5,,27703232.81,,1843976.47,,,31627814.95,,,,,430474224.1,,,,,44143681.41,98503634.05,,,,2813785850,2223178828,481765596.9,481765596.9,31872812.58,16333.33,4628992.6,538873737.5,-353506984.2,242107470.8,-1671848088
661295731,8938155.93,99374418.52,608521.63,608221448.6,,1200776.53,155876410,741032331.2,156468664.9,70717634.73,31993596.81,1078300.05,,5099038.04,,,2057245009,,,132500000,23494591.91,61958026.3,107500000,40000000,1320000,,117781107.8,752257711.7,,13690242.19,295000000,10834955070,1458754922,662002089,817996680.9,,34756479.59,48332185.62,-3777270.28,-596394909.3,548581543.8,-1146404498
1000878,767208779.7,1054996286,27763283.55,31208290615,317298762.1,991307208.3,162076091.2,35243298622,1125620016,1889530069,575762132.1,1141515502,,1434561811,1083224.19,,7471990810,,2264693.03,2220250000,139348732.9,3111989887,1910000000,288700000,451597648.7,,507668038,232330115.8,,20281810.9,13086802102,30561941395,18566161278,19877816411,22419052757,117044.15,111753936.4,624845834.6,-288479002,-2161549575,2075928844,1996598197
LmdBMoKMfp,-254145.31,2331634.57,,181860882.3,,1355880.93,67268520,196179316.1,68624400.93,,95437599.13,,,4787796.72,,,1381619.26,,,,,51305163.66,,,200000,,213629937.2,110063403,,,,493039676,436439092.6,224844260.7,224844260.7,,,39396.74,100000000,-56603230.12,6048456.31,-200120495.2
1600170,-38169729.24,2153958672,29726894.92,76923107332,191133525.2,1425160588,459783482.9,82856900715,1855217176,12586800980,8476758127,24725105704,,423397294,,124675834.6,5142231985,65024869.25,583672691.4,4932469999,542587463.8,18876642742,1554033675,1039801113,304735944.2,,7425359444,1648033061,,,2180709021,68260474333,54288623395,50928951495,56858930039,658674,159003618.3,818698037.1,4280029713,-914701280.9,-2481515759,-1411333299
S7fuDPuk4a,459150.93,31361133.71,144056.49,85797174.28,23833723.69,9132355.87,10404168.76,151955008,19392468.14,30497100,56682300,30683100,,,,,36074300,,,,,11872700,,,515200,,5478300,8548000,,,7080000,157781100,116408300,76061300,80061300,,354790.44,2969763.95,17049958.18,-16763263.86,11406515.85,-14164267.74
r7SWlaWiCS,21669128.31,136101117.7,1626512.18,730707074.9,19486894.19,151131428.6,727115.88,1041419810,150232032.3,94973449.25,2577747.49,1851395532,,5421308.47,,295692157.7,258720227.1,,239161997.5,1892616720,,949571489.3,,,,,257640385,69188955.39,,52359.56,293200000,6750249965,5764572733,2840918819,4793256818,,142279.36,21574132.85,1146838426,63176446.77,-1302962036,-1171461689
0xH9422BA1,-28597371.96,491597311.2,163284125.4,4194380630,242379470.7,1006138229,259272711.6,5328099852,1102126815,1443493871,688636842.9,1871018910,,380302689.4,7513826.49,,991752093.5,7570182.36,75929814.54,3000000,9200696.68,3700955063,269321.62,23070450.3,45051948.81,,850104600.5,774922451.9,,,126950000,19332023505,8525059172,4553593271,5009196362,383721358.4,9912325.34,74328568.61,-414302855.1,345493250.9,678929570.9,-3037858898
SSnOVKOZnC,-149744.61,5570943.76,351634.34,34147534.64,4422860.56,42474838.63,3363457.31,87908583.26,45486661.6,14801985,446632.15,51591044.13,,,,,88373053.83,,,,,27805281.44,,,,,5714227.89,31272055.91,,,,161360094.9,65576926.01,86657502.49,86657502.49,,,,,-25178080.96,22482167.87,29826415.75
0PN7664A78,102001719.3,5357783096,1986346789,71888813148,161855443.8,-6805546746,984501421.6,68908178867,-7807392113,12760984627,5890943966,3361160171,20691818343,11144045079,547292779.4,345018140.7,61493822029,166895736.9,621690534.4,33150004755,1578034579,47890265071,19131330380,1382348200,361279624,,2857987464,1953793851,,,2851071959,1.57E+11,63386433098,47315555019,1.07E+11,,124798476.5,3403542265,11660109497,-5513867096,-5011055988,3564207106
48O4F17231,335630599.4,235939779.6,3222126.13,1751765877,36279737.19,-460740197.3,1998247.44,1941454490,665345945,487832885.5,12569545.69,576396919.2,3064766667,5177471103,17568019.57,,19523790679,,,6154081141,42295612.51,1923862705,663687805.4,,,,4772515633,2090277566,,27618609.54,456299986.6,33232042380,7256742479,7082733179,17017856268,,1797120.47,117036841.9,891224985.4,-943864643.8,1124444582,-1200203702
48BA352F6A,71972205.66,25765521.66,1098769.75,819697634.1,7514585.32,10145878.35,230369702.4,962482048.3,239416811,72073675.55,27307969.3,1621149928,1800000000,3280673.43,,,386079261.5,,,2418400000,,1050021102,1149000000,532594000,89000000,,1607763479,5978619849,,41904.79,641700000,17898500345,15981839037,6080913372,10299313372,,1068733.77,23825405.24,1520985669,-382425697.4,-2076638368,-7307812172
2AF4D795A0,4649323.79,48046096.03,2083565.09,339092504.2,50248803.5,54676234.58,12139223.1,502409583.6,64731892.59,81787110.36,117892761.2,67715083.33,,20010194.31,,,20803421.3,,,,,86545366.57,,16000000,,,1605192.96,7106597.69,,,73000000,505242470.2,426807014.3,254261905.5,254261905.5,,428781.39,3266418.87,19767316.12,-47094369.14,11754683.62,3240561.278
0SJDDA611C,11024879.55,89965418.91,2132759.29,1199179980,40317190.97,199437955.2,103502780.6,1326926288,300807976.5,169989900.1,100463468.7,36859357.04,,2331657693,877500,391222519.1,300005671.9,380413.83,152721055.4,1323260000,48935.3,580538076.9,20000000,26873641.35,48048675.39,,696262329.1,367999731,,317191.57,329217188,6624328788,1337446803,1312871226,2745077984,214460,882861.24,27248285.47,646324926.9,-564659420.1,8334712.73,-522535944.9
705318924,6763368.74,15326073.56,363564.68,34663911.69,,249119698.1,,308699635.2,248756133.4,1468833.41,,,,418247540.9,,,4474284.49,,,266000000,,322830093.6,,,,,284985693.8,214898477,,,,3920029672,3497038347,286579687.2,552579687.2,,,768901.82,-39263368.74,30653542.27,323196437.4,-2968998985
tR9Wgm8BRa,149529993.5,16916309.61,,4600,,-164289818.8,410000000,,245710181.2,202986,,,1267926575,3118778822,,,872641163.8,,,3254690000,,1790231008,413360000,,,,465422961.5,369171010.5,,,,10875750092,6810053464,878965947.5,5529582523,,,,3869611009,-1925096234,-1135703738,-3653515077
1600866,42274943.31,177262709,5260590.71,867637255.1,40847493.5,39887517.4,48255736.23,1063088407,82882662.92,154804833.6,88028625.79,5206573.3,633110899.8,936351318.4,,116395539.6,619015474.4,,,507330000,,586482852.7,31520000,7226000,60641447.9,,145787286.2,5824753.96,,,97000000,3422451966,1396645803,423756770.9,1620257703,774462.5,7292622.44,79504182.99,1135834658,-931034590.8,65883938.26,-1088299728
NR8r64Jmn3,3334672.32,22095933.6,51203.11,128692796.1,5840942.57,32158380.83,3006485.89,196996126.2,35113663.61,57948441.82,104471994.3,10059087.97,,187127.32,,,20575104.54,,,,,37067151.92,900000,,11475374,,5950185.94,11659331.77,,,35000000,251028513.5,203590191.1,124283491.9,125499580.6,,,,-9667631.88,-15315328.28,21347525.36,
i81KIuXpgA,,,,371542856.4,,75215486.43,,471766174.1,86306030.86,,,,,,,,,,,,,,,,,,,,,,,748640695.7,254162271.2,243864553,302364553,,,,38715978.66,-153199856.9,137279053.2,76008312.65
GhbSs27qrL,3230042.63,6399097.66,380676.4,142933543.9,4938829.58,16163277.91,40620.81,163501282,15823222.32,30882862.67,70358623.2,896267,,,,,36676096.5,,,,,22316198.97,,29679740,,,54154961.03,2423117.17,,,37000000,286404677.2,137133799.7,159930803.4,159930803.4,,73434.96,4455688.66,-30551242.27,-3676459.7,24778479.59,6189167.066
gIqg7F4XIE,5956562.23,19427253.39,44540.06,73194982.04,24098192.44,17841652.16,2597230.39,144007457.1,20394342.49,18810080.55,61034359.71,38188.39,,,,,12645110.7,,,14000000,,53215619.96,16183270.81,,,,2077243.14,4010055.79,,,50000000,220439835.4,183946346.2,101566705.8,130128330.7,,47586.65,9196199,-7316296.38,-4277514.99,17762338.28,21271056.41
13A3E856CF,1072100.17,75088604.57,397639.68,7135221504,169461181.4,88285011.73,12594294.55,7469736480,100481666.6,901062054.9,591489264.9,619461631,,1337930.55,,173585654.5,261072527.1,,,25000000,,234015572.2,,80100520.08,198282526.2,,31272217.93,18733047.29,,,647610800,3281097756,2638067064,2235775927,2288489302,35071479.26,631557.38,19779424.65,370309289.1,-44357469.74,-410050756.7,86132126.84
Q7DrusDqJo,-394022.77,23779036.4,151619.17,273744911,8637565.82,24349955.3,1193567.87,331817552.4,25391904,15411288.95,3958221.1,3304950.71,,,,,11747214.21,,,,,33754521.07,,,8414410,,133446.86,21213799.51,,,,108996956.5,83017722.93,26511004.86,26511004.86,,,,-11492922,-2409155,24494315.51,-38021862.61
3II93AA141,120115068.6,10034264.6,355000,716563026.2,,272132426.7,69526000,1162049494,341303426.7,390068328.4,670243000,,900000000,,11318746.96,,159172134.4,,,2033620097,,31189023.38,,,,,91091117.16,1140707319,,,,12713890831,12511078890,688342816,3621962913,,2209.96,7132358.74,-45062430.1,-5292478.62,-63970711.63,-129438251.2
AY4ajkETyB,-884225.97,8363297.49,30000,65091959.96,,458369693.2,,538388101.1,458339693.2,7616932.96,609845394.1,69796200,,1582783003,,,694776.58,,,1029700000,,175620285.9,,,,,155086786.7,288366261,,,,6329508462,1246572205,266566781.4,1332022307,,5047904.23,92549.32,201671876.9,-622195457.3,412391411.6,-268868656.6
8XhcJGTXEY,-1443880.76,4598449.2,,142653708.1,,304452040.7,80,466016058.4,304452120.7,11200000,660850932.4,,,14318598,,,126537202,,,2531000000,,124469248,974330000,,,,527993562.3,1015300783,,,259200000,18878487738,18501641549,2033977162,4564977162,,,2900282.79,61370000,-168802459.5,-104008507.7,-236709316
ryfXPYRlgq,30352574.47,64130914.37,882777.16,352169054.7,6871933.99,189307176.9,2176988.51,608370862,233594388.2,24520882.98,75200923.58,166125137.3,,606882616.9,,,679927423.8,,,1150150000,1423958.76,297336631.6,,9480000,,,725519069.1,1602685066,,,211714180.7,7675308808,4121618424,1141941468,2529288438,,24107262.15,17504182.74,279694814,-433451627.7,54589618.29,-1756549732
F1N6girO4m,4753490.02,205384288.5,1047332.98,1854946566,249227.83,95341138.04,233265.2,2186211356,394260670.3,75025032.8,341101040,120578029,,,,,1280433559,,,2251100000,18488222.75,301627215.5,,17370000,600000,,2571258935,1807778687,,,466700000,14279962622,6830559162,3243319199,7107287844,,120768312.7,67327753.54,-521922483,-1327306.47,367667524.4,-360322594.4
1000789,194453409.3,216018304,25772892.97,4043000824,195714616.9,1013374653,90073068.09,5648632924,1077674828,817731758.6,50520200.66,63728751.01,398434527.6,126323581.5,,,3819279779,,29943089.01,441800001,302735966.1,1013146450,171400000,352490869.8,213252248.8,,104428287.5,137861479.9,,19716099.97,1442600000,7027830045,2119900732,3229860851,4418380352,233088.84,16322532.22,301535859.2,-75132350.55,-801407737.5,1137534937,84528732.96
4JK1562D4D,94461693.16,540989469.6,70323194.33,1728876163,28148244.51,90298572.64,32680090.68,2567572247,52655468.99,881992516.4,110250260.3,322641832,,984147988.3,,26280000,2835129023,,,555841222.2,9310499.97,1200221076,,,403145111.9,,581413530,125118284.7,,21873875.97,2089758000,6741100166,2244762830,4516141663,5337343289,,4706374.87,210355145.4,665938974,-919825009.8,356035580.3,42777436.98
29J458986A,195526462.8,370629347.5,14074220.72,10763549961,8235835.5,156163009,50201279.55,11813923684,192290067.8,1052875965,1512868926,162838550.2,,105866080.1,1635826.83,50849450,2234956426,,,2450000000,8672754.48,2165095696,78000000,52041084,3950000,,814600453.6,1250348383,,,430500000,9428220350,5915028733,3605487878,6310977816,,2091664.4,224880975.1,1558316500,-707770918.9,102795529.3,-592767007.9
a1b9c7d4e4,,,,,,,,7283990000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600260,34828319.8,67271843.3,1833754.94,1134668205,147005501.6,118655432,2894062.38,1532820380,119715739.4,120425301.1,256654963.5,89549000.37,,10751761.16,900000,46475000,575857805,,58462193.84,728220000,,580694853.7,341000000,82754000,39121437.05,,85365382.79,59854505.42,,10826940,988000000,4170819095,3365647093,1826633457,2559132546,,1586739.8,52025468.43,571094735.7,-15266082.06,-883764558.4,-1203818361
mby8pQrxDh,5771375.44,24056123.68,2083728.27,1444159398,87208933.03,157642171.1,156139.01,1725569571,155714581.9,12363570.91,227266290,40187630.73,,,,,78590343.24,,,,,65717805.04,,10000000,,,189514572.6,32005626.59,,,90350000,672962726.8,503116470.9,366725552.3,366725552.3,,,,64680013.24,-55622692.56,11072026.16,-31169404.92
wO3OM27Cf0,-658955.04,4588872.94,25249.4,291106661.6,,45749319.82,71096124.85,334239801,116820195.3,24765671.9,96543090.9,7325458.15,,8312597.71,,,108380900.1,,2737871400,548000000,,135119674.8,,,950000,,4763101.73,91735429.22,,,30000000,3723968437,799752048.5,79419786.53,627419786.5,,153702.84,9554679.58,27562217.25,-100534700.1,-117027341.5,-645988424.5
NqGzAnTTGF,30557557.13,87908260.29,1257033.96,525820668.9,33248657.76,71796281.32,1794177.21,734978993,72333424.57,180744261.4,181156098.1,5271499.5,,22981069.75,,,214091596.5,,,11844469,,96836209.95,23755000,34470050,69955230,,79477589.36,223219195.9,,,417000000,1279672773,831010603.4,754540378.6,766384847.6,,,,147624801.9,-214306807.1,75535242.3,-5937923.998
0MG85D045B,1011363754,3141557237,61688402.34,1.05E+11,1072030895,1489542253,73802464.69,1.12E+11,1501656316,5956188046,2188730718,1221882225,4743699384,5762845242,8129142.21,52631040,20551439643,,6221130.4,3722530454,702842743.6,9091475652,1355710000,1967499320,5970606685,,1700151784,1093866213,,25313875.69,10206110530,57749839493,25358640112,26306419358,36103635907,,104020376,2023151068,4773054276,-5116150359,3312070479,2090246100
wjI7wAndxe,,,,,,,,,232126400,,,,,,,,,,,,,,,,,,,,,,,1179120900,,,339955800,,,,,,,
0SD61F9A77,1532811.41,28250597.04,,29993568.64,7397055.12,18137059.46,2992929.15,88305505.36,21129988.61,4465818.53,47138800.83,3054980,,,,,1982579.56,,,30000000,,67128138.83,,,250000,,33318.16,2582973.1,,,5000000,144432015.6,122924345.2,19259633.21,49259633.21,,1238385.7,565376.17,53145101.06,-20538707.8,8304206.44,-51736632.81
1600070,28552105.99,30964696.53,2248060.27,971219244.6,11194710.7,75488460.66,4048104.16,1101622988,77288504.55,56121193.27,26728214.1,32715439.83,,779765.98,,29568000,411540442.9,,4846449.74,12700000,,278656948.8,8000000,23904886.87,71264398.43,,83740248.63,54597133.55,,11984.14,433000000,1453379839,700672719.1,702286443.9,742785727,313510.15,1264466.44,35327529.32,-127557094.2,38296329.09,47256524.13,92479812.37
2K73EE0985,22707731.53,130263452.4,1214377.94,782662013.9,116233831,55103455.12,19899695.11,1121783606,73788772.29,401983510.9,711822295.1,58993903.61,,169094866.1,,,218061254.9,,,19250000,,475782636.3,,228870340,54605077.17,,11573706.41,40593185.59,,,614583132.1,2592908242,2127957535,1355701322,1393951322,,1805558.53,18876429.28,203923134.7,-183725084,-374620034.9,24127316.4
1000916,-39641312.82,70947288.08,6085586.39,348107061.1,,319826144.1,9883810.07,714458401,323624367.8,86708996.9,37063163.13,4043575.8,,27048786,,366258271.4,1625116159,3712594.86,,,,1604171209,,,,,14300035.95,30941003.77,,,,4084249170,1899991727,154154481.5,196341891.8,216836883,187735.74,115429065.6,-36275240.4,-291896992.2,328278697.6,148647431.2
YqYHKCysGA,6968400,34888800,1081700,1024703100,,229544500,194036700,1303588700,422499500,781466900,678336200,356738500,,3280800700,,,462712300,,,2985000000,,1100946300,576000000,200000000,,,224181900,1749877700,,,374000000,16211879500,12380864200,2457317500,5442317500,,,,1536113500,-1628384600,354622900,-2796873234
4F6VijK7eR,1854750.11,49466373.53,62010.64,204605114.8,3059454.3,17385539.8,420678.81,278135050.7,17744207.97,83495945.94,157644505.6,170868109,,,,,39174344.17,,,,,23590706.21,,16800000,57783874.97,,80565958.87,10490426.39,,,,436425080,392962618.3,366607184.2,366607184.2,,79788.56,2994463.23,36014666.31,-1098317,-32957083.83,69850865.76
48B910F2D3,-751630.27,31963593.07,8779913.11,327491437.8,10012503.76,156792570.3,3043264.33,556849465.1,279646349.2,596183493.1,75561306.28,104703137.6,800000000,4547756043,,,178641635.2,,,2513000000,,417951773.9,135000000,72275601.5,500000,,2778003921,1909192168,,3446149.06,225020000,17319667626,12515857222,4166804925,7507934925,80000000,1674158.55,11859997.58,265405947.9,-659858410.9,264719485.7,-4642480043
502039132,-3390930.36,121418117,1495156.28,849161988.9,39253860.41,244568243.8,2650278.7,872837347,245723366.2,68379686.12,104718423,738269893.4,2300000000,,,2372895196,152629292.3,53832922.99,63608978.84,6776000000,34637234.01,2603464848,,,5882326.7,,426844362.5,394885592.8,,,299000000,26187819257,6303480687,1726556424,15377296979,9434614.61,3043817.48,18902603.78,3036308736,-2761554968,34298929.14,-2655157324
dqqGBBd5As,2952667.23,53670686.22,35714757.36,63359452.03,44390429.57,24882299.85,56623671.68,179524793,45791214.17,81742857.65,9443240.17,19870412.99,,1010992093,,,80219975.85,,,120000000,3363370,35562667.62,,,,,246768505.3,47400448.23,,,32000000,1333647337,121624565.5,389840519,522896216.3,,237612.12,8482994.67,93397203,-164181743.3,52222465.65,88991242.77
2026885,231564821.1,312152990.1,30866718.9,2570870760,112128055.3,435329824.4,595852016.7,3860442109,1000315122,601202286.6,133394953.2,2062101794,2675380000,4418908307,760000,,4693054632,37543767.17,1559666772,6216400000,331371012.3,3338903737,1728970000,67260683.12,22424010.04,,3099517518,2975988614,,4721957.14,940790000,36326458577,20779980920,8777669995,18571806413,,133599716.5,300677479,1353127946,-3460537488,2055409620,-6315900171
4Cf2HuKSxM,-679244.11,12843022.51,,306545392.2,658750,117582353.8,,436717267.6,146582353.8,,188887943.3,,,,,,616122.96,,,279000000,,45603986.44,75000000,,,,187157998.8,666923015.3,,,15400000,2760116484,2328939429,281934459.7,560934459.7,,11413655.21,143567.64,-132157817.5,79947765.43,20610631.18,-495161460.5
1600734,14471460.9,121979996.7,941347.79,733162795.3,80037800.5,178104391.3,46560267.48,1135663157,223723311,168718235.2,604457.14,60935091.44,,16129774.16,,21036600,50301356.09,,,410000000,,193142328.7,50000000,,,,55813520.08,108596687,,,,1271252091,1083048887,463822882.1,930633727.6,,505560.58,8191720.13,-251357341.9,54606581.72,-136732977.9,-234012297.2
Zn6aFz903K,29096435.08,102005317.3,2661879.61,1625043731,393771711.1,476863418.6,14766708.17,2648934008,488968247.2,458077788.4,591564982.4,3361687.54,,131175999.2,,,393236390.3,,,,,264883103.9,,,74000000,,16994312.16,1717416.74,,,455600000,1921574809,1299095078,1003905102,1003905102,,2131219.09,23651999.04,32823838.31,-311099125.1,275008867.3,-115052741.1
5lxuqAltSp,6095830.22,7158337.87,,202571183.6,976173.38,11921986.75,98809.17,232137612.2,12020795.92,28348952.79,13522310.48,4880478.08,,118251,,,74687421.85,,,,,26429034.16,,23500000,2200000,,15527178.52,32670544.12,,,45600000,231076993.8,143278630,119547926.8,119547926.8,,,,4753129.38,-10597164.25,1484861,-18475819.55
1600226,16891429.22,137068706.5,10914342.38,1453512208,64608901.25,116703694,14125531.69,1765575482,119914883.3,166657618,189822120.1,22173633.25,,18504105.33,,,922795649.6,,7605294.83,60000000,,355477913.1,180000000,169786162.2,87479181.09,,37100426.78,4015963.67,,4312546.29,201705726.1,2310821513,1004579858,810900180.3,902060207.8,46474.33,2454372.6,100908293.4,40275098.6,-39360112.35,57577164.46,214084466.3
l3Yd9zFZa0,134049553.1,115287340.2,1916063.38,3702983131,204612725.3,-86828506.54,10915944.51,4075859753,-77828625.41,321410055.1,708404902.9,79407779.76,,360798047.1,,,1807084314,,,260000000,,451116455.9,150000000,707093130.9,153498136.2,,99446256.67,113765957,,87169418.22,1586456344,4853928109,2336025571,3238508666,3535888343,,6788379.04,141621824.9,-20474047.23,-205597344.4,408999537.5,348610293
2AF467B0A3,174224251.3,542093997,3307003.98,10607248157,,368980085.9,1363906.43,12106118942,367036988.3,131128433,1012292314,113095510.7,,97392844.87,,,406522478,,,150000000,41450500,1233861480,,105389927.5,32428359.15,,67790038.6,350130004.9,,,1351000000,4529199426,3878891207,2593254647,2784705147,,220188.41,43988062.85,692881026.4,-360596567.9,42763099.08,-34947521.94
4UFA281DED,134435479,131456333.7,944659.27,721755722.9,29923308.89,-140732275.1,25227733.35,892387854.3,112208601.1,226556979,95527893,124965388.1,1302564384,1508386571,6289076.53,,1618015608,,,1408036364,225899137.9,629439905.5,318000000,,7000000,,424409677.4,1206258205,,4418839.26,166292000,11765094250,8065231906,1364688279,4895769927,1677400,3149527.87,138425600.6,-16251499.14,-550338522.4,330328689,-255355099.6
1000043,69112874.56,240933999.4,2124831.8,2320876110,205936778.7,717133397.4,8150297.27,3705924862,723158862.9,1161198512,299389482.1,930723965.4,,82945887.19,,,178541651.4,,2660111894,1661762500,9541865.55,915848128.7,689000000,,,,1452395630,869560537.3,,,950000000,11085178496,7807729160,5675608462,7685361857,,2915659.03,26051955.26,1046208088,-672536054.3,-638160088.9,-434462852.8
1600714,18616653.32,58200122.92,1584661.45,269180972.6,13819687.78,36895510.83,14186281.88,421914820.3,49497131.26,53236765.54,15270844.45,21543119.08,,109889596.8,,,628582970.6,,,173210000,,56782281.14,118000000,10000000,20574842.96,,77887514.51,32973936.66,,,100800000,1083265496,231608561.6,477687011,688647040.7,,4325069.82,44411632.21,-2249669.14,-25570415.25,62385852.46,80810994.36
F7BEA,261307293.8,358513043.5,2964922.88,5423416016,69572633.18,-1088483244,571021162.2,4938397601,-520427005,1593540364,749964599.8,468130746.6,,1328639619,,,8248521760,10473806.81,1289274194,12473318931,377302156.7,1907361612,3493367644,2600000,20465729.1,,4780331156,3132045221,,,3939871231,45207406888,33198776456,14399191697,27983928861,7003213.8,10003688.45,934067582.4,-2112580492,-1840176274,3104818260,641422585.2
1600676,44731364.02,413884516.8,2948975.4,5729309147,32845634.41,282086804.6,73041189.43,6547272886,352179018.7,619125049.3,518639868.6,59450754.87,,269389658.6,222572.19,1011439.68,1931491210,,79387566.37,41849000,206431587.9,843859254.5,3000000,49188930,39397175.52,,480656343.8,82018191.94,,,445811853.5,5275883544,2388119594,2340283646,2615180486,,8304662.15,202095677.8,-59254266.68,-235665245.9,325812269.7,155323114
a2mQU9jNdl,-343350.65,16089436.04,877986.53,446969953.8,2249965.16,29007073.6,189481533.6,496395760.8,217610620.7,2237210.36,,5062139.44,,10785552.17,,,53259796.82,,,1700035000,,138572115.4,,,,,247269818.1,1145517867,,865900,,6758603151,6622599655,275484394.8,1976493738,,,13802723.99,269646228.1,-651321956.4,139659612.9,-2683038376
0PS61072F3,507401962.1,1052917975,42182320.54,6175678001,11767822.38,-388716215.7,596911122.5,7397656637,166012586.3,602802923.1,708754022.2,180489943.7,,6339971848,,328718.07,12869440647,5486623.63,15472684.95,10468954980,2065032549,1714697587,1131860000,,52829600.2,,545552021.8,1026615050,,36117648.19,4028242358,26799691141,5433059087,6667605353,19494331660,100000,10545056.15,565736818.4,3449242257,-3292620532,345802078.6,-1324801731
6On7g6XueU,52098525.17,173203383.8,6355782.68,1253205230,324673627.6,48542367.88,119170280.9,1896894130,161356866.1,220731967.9,62942167.85,74563326.53,,688383934.2,,,1609493648,,24388172.54,55097272.36,3112318.08,272878343.6,,328000000,34228700.88,,784610473.6,62400569.89,,,768317924.7,3673323122,1079955317,2201813326,2260022916,,,,-158486841,-164918463.8,258371663.8,212453246
3IO72D7632,6675713.22,25863013.01,217459.81,162825921.5,60903869.63,22261574.09,3997002.88,274827041.4,26041117.16,84760084.16,231255692.4,921875.11,30000000,7471801.92,,,135471974.8,,,,,11629753.61,7607142.47,10000000,,,45153171.26,2410323.08,,,50540073,422748103.3,273672078.8,208876576.1,238876576.1,,414715.51,30937584.71,-27606942.69,-12117004.54,14058942.36,39158569.57
