COMPANY,LESS_FIN_EXP,LESS_GERL_ADMIN_EXP,LESS_NON_OPER_EXP,LESS_OPER_COST,LESS_SELLING_DIST_EXP,OPER_PROFIT,PLUS_NON_OPER_REV,TOT_OPER_REV,TOT_PROFIT,ACCT_PAYABLE,ACCT_RCV,ADV_FROM_CUST,BONDS_PAYABLE,CONST_IN_PROG,DVD_RCV,FIN_ASSETS_AVAIL_FOR_SALE,FIX_ASSETS,INT_RCV,INVEST_REAL_ESTATE,LT_BORROW,LT_PAYABLE,MONETARY_CAP,NON_CUR_LIAB_DUE_WITHIN_1Y,NOTES_PAYABLE,NOTES_RCV,OIL_AND_NATURAL_GAS_ASSETS,OTH_PAYABLE,OTH_RCV,PRODUCTIVE_BIO_ASSETS,PROJ_MATL,ST_BORROW,TOT_ASSETS,TOT_CUR_ASSETS,TOT_CUR_LIAB,TOT_LIAB,TRADABLE_FIN_ASSETS,AMORT_INTANG_ASSETS,DEPR_FA_COGA_DPBA,NET_CASH_FLOWS_FNC_ACT,NET_CASH_FLOWS_INV_ACT,NET_CASH_FLOWS_OPER_ACT,free_cash_flow
2019282,371576625.9,509654017.5,20111958.05,12906657071,399165437.9,835359206.9,72638612.7,14225174510,887885861.5,492375972.2,1277649892,118494261.2,2369574900,372002978.5,,4443141676,1447319580,146579768.6,4667573.79,205500000,,2108382956,20000000,420633502.4,606858188.2,,165029844.7,831638309.5,,,5398286767,17973680106,8728867458,6895127443,10571717392,53911296.97,10775478.2,84543647.85,2234502286,-2594879832,456554374.4,-1837029053
aTakIns9yl,-35116249.7,38254614.21,105400,2896102293,,112340372.8,300106574.6,2984580399,412341547.4,164859307.4,169944032.8,2960000,,169701487,396900,,36356831.68,,,6700768480,,5004133795,657004360,,,,6406095583,13458393073,,,414000000,19620746479,18955156224,7711878445,14443221710,,,,1374797377,-273369729.5,-1080841090,-1650235884
mmCFoHUD73,382243.75,38956670.51,20158.71,7305416.74,1243350.61,1767163.67,6962595.04,51307091.66,8709600,,12157007.97,10209759.29,15329633.34,,,,37470917.33,,,,,56285924.73,,,,,105394325.6,8252770.7,,,,198138959.8,160123841.4,120582863.4,136146709.9,,30944.62,2167659.51,3269358.86,-201630.09,22743075.27,-3814959.703
0KT509A630,19358740.65,162934166.2,6668639.18,1009790630,325145958,163563229,10383754.52,1689209598,167278344.4,195166576.8,231808076.2,9239605.85,,319813908,3360000,,353270582.9,,26996949.59,65000000,,437235146.3,,33250050,66826872.68,,37680518.34,14780289.64,,154392.99,424771498.1,2013529579,1208036084,777167477.1,860017077.1,,2475757,33901881.62,-124951677.6,-274513548.5,147627798.1,159054273.2
787911974,943543.38,10479836.56,291193.51,224851703.4,15310724.35,2787440.11,60171713,258060780.9,62667959.6,,7925099.48,,,1050000,,,55578153.42,,,18000000,,4258852.09,,,,,18513715.3,138502195.5,,,2000000,1153931762,1095044004,27294056.48,45294056.48,,91944,3008956.7,-6276594.98,-1314651.72,6047290.45,-1002570157
LxdtstApHX,90972557.01,243904948.3,14029157.03,3375322572,87000078.27,338246304.2,12850162.55,4075967639,337067309.7,403326166.6,304768770.7,384824235.5,,156953756.1,4033613.45,8687552.88,565699809.7,,117760315,331283940,24886500,818145034.3,180740000,353225900,27363330,,571518482.7,304453631.1,,,1004279814,6518086244,3072922186,3071146176,3488576224,,768406.85,38678699.35,-59198147.01,-282131749.1,370690683.3,428322426.2
cTKsDErudV,4208016.74,9801369.92,140164.37,101252384.9,198814.36,6246303.58,2344899.47,121709625,8451038.68,18064329.63,39806907.32,1440224.69,,25489158.33,,,41264224.67,,,26000000,,16250183.45,,,290000,,1653971.28,16033795.03,,,34500000,205350029.7,126468400.1,61626750.03,90212922.42,,809838.84,2843186.63,-3730756.4,-8186176.12,12379221.33,3287784.049
0KM3AAB318,220711446.7,572848519.9,12619563.62,9403471602,22592963,480416695.2,223508641.9,10654873914,691305773.5,2305134270,1224720596,323906069.8,808885288,3635638597,58743785.24,3119509.12,7019984669,361788.58,4618378.36,2688698074,805925176.3,3071037748,80996825,52810000,48468312.43,,658183370.9,694881862,,137948078.9,1705700000,23890084156,6410284886,7232493666,12776652277,,11178518.33,679584828.9,2547121298,-2318469207,403905978.5,-360320603.4
R0CwCSI6kG,-2721924.45,6415987.74,,3031454.02,,12828527.36,,20895191.67,12828527.36,,16000000,,,,,,,,148288625.8,,,2560331,,,,,37828242.08,72666400,,,,258129121.1,91226731,48334655.92,48334655.92,,,,6020000,-12993637,2569301.2,-48307627.04
0S298C76EE,375389.23,8633149.49,141512.83,56577543.47,2315217.57,8491399.92,3875381.15,77630503.63,12225268.24,4800680.58,24082879.96,4984531.78,,14780949.91,,,69476062.59,,,,,10841668.19,350000,,184021.71,,14855581.99,2272314.11,,,16000000,199018774.9,78506776.95,41773920,41773920,,1564966.31,1649543.69,12918903.68,-43720588.7,-14234270.46,-42982540.12
0SJ398904B,18564970.57,207200954.3,14830442.18,1740353981,70237791.82,334545180.1,8124545.18,2423329601,327839283.1,313709671.2,686167867.8,46044542.88,,50868587.73,3463500.85,,547060138.9,,,479000000,,441374135.2,,,31209681.01,,141834853.5,152098787.8,,,766519868.7,2814080299,1514866977,1339484311,1833058650,,4837661.99,41521969.16,241211268.7,-249255550.4,81688105.25,73534710.1
2AF3DBEA27,61651412.17,180977111.5,5527569.51,2757856168,67255013.93,191612971.5,18794471.79,3302487189,204879873.8,186894050.5,134658784.5,39988773.77,,155296801.4,,17075250,573315289.2,,,393806250,,860653706.4,103557650,,143476953.2,,2248100.23,33763498.28,,86235930.17,1032881558,3883105202,2028839159,1420326497,1836538786,,1700124.68,43997708.09,332398582.9,-330464487.6,153366857.1,-450848970.6
2cP3000F2B,196132371.1,395997500.6,4559113.09,4841360988,154650972.6,15111220.87,57257378.42,5655464117,67809486.2,643601039.5,66091406.82,112557995.7,794800000,2372827922,,,4950765485,,,828470000,22124931.14,1828073977,1101900000,813808472.1,465788564,,96797905.98,68596974.24,,26518676.61,3186698988,11953562308,3656991890,5952534449,7723298069,,24887289.02,443682041.4,1616934781,-1675446075,207669278.3,651616091.6
ORCx6SaC12,-7243000.86,51348114.01,168037.35,244998379.9,17411630.28,213752672.1,13511322.11,390992038,227095956.8,35840455.45,13214276.23,102506901.3,,,,,67299588,,3507456625,478330000,31934795.61,814342580.7,300000000,,,,304912531.5,100060864.5,,,330000000,7127903194,2972811159,1099408387,3256721372,,,,699258746.4,58081147.71,-317847792.3,-630242514.2
724116578,60366165.86,48598364.51,36081.86,814020048.1,2102165.6,30938133.51,100060,989582308.5,209474875.5,25105419.91,953576539.5,71109558.28,,90936600.91,,,714450761.6,,,886000000,,404322587.6,174000000,,,,252631339.8,1227297605,,,,4143125820,3106845933,534683033.2,1425566552,,,,370892937.9,-35703828.07,-340620279.4,-2385207452
3A35F7A2D4,933950,144785518.2,5972541.27,701610092.4,92052384.39,270909060.6,7626160.08,1213892013,272562679.4,82869479.1,194345710.4,13443299.68,,43748418.63,102900,,635806057,,,20000000,,522725593,40000000,10592698.99,38529893.58,,214797012.7,30064926.7,,,108300000,3190493572,922414058.2,570042469.7,709116879.5,,6081821.94,43310920.55,-193356397.1,111671326.5,317848448.4,171867801.7
LW4HIC5Vyj,50950332.4,86693459.41,2782258.36,732598921.8,39694801.16,820009914.4,547406.46,2156215914,817775062.5,456491462.2,397234963.6,544270893,,,,,33917430.62,,2056736435,1763825055,380000000,1471377201,568250000,,,,554564671.8,136406195,,,237000000,8642503366,6355153020,3490226031,6045035867,,10933.56,25686968.55,635438690.7,146023917.5,-357369415.5,-2185465460
mGCvqXJqhZ,17127472.52,26539426.94,,420431984.7,45686090.92,94347859.22,,606839664.1,94347859.22,6572634.22,53944920.42,,,25659559.04,,,309838024.4,,,,,94498642.53,,69000000,,,1246982.34,59825461.23,,,235000000,710632045.8,309346240.3,312820687.9,312820687.9,,,13414609.35,35749089.7,-115866732.9,85168266.19,18022581.08
PmtQIHHYkL,1173847.41,115217539.3,541753.88,1243282129,20205089.86,442525569.7,277235.54,1800566571,442261051.4,43145738.32,1246366433,16975570.64,2075680000,27441286.01,40000000,,279660796.8,,,915500000,12309915,670283511.3,,,,,2643924890,5208183795,,4166893.95,160400000,24076331176,20734106712,3071176020,6080536699,,57850573.57,15742981.64,1296743014,-127210832.3,-815317197,-2000612868
WiMv8i7ztM,3500900,39692200,683300,165353900,,29091100,34103100,242728600,62510900,12833619.87,15869007.39,73509571.18,,61896348.23,,600,186100628.1,,,,,18900405.79,,,,,147395632.5,84183779.74,,,21580000,515908249.3,179078726.2,297683896.7,297683896.7,,1076350.87,19175974.33,-2994412.44,-29990239.53,41393724.06,-3322424.298
45LBFD0E60,97460726.97,317118877.1,1940351.46,1713613649,65442783.07,129514004.7,27661907.97,2350256590,155235561.2,256561923.4,20682058.08,28517066.29,,1697658541,,,477163834.6,,,1165340000,,1114966156,,888500000,556391229.6,,161746320.7,1575425590,,,1903008339,7427067866,4082675739,3381029064,4662253801,,28539582.66,40783052.14,1310156295,-1036538716,54213620.64,-1008808911
24QqTfIoHD,10542070.82,2222252.93,1417.34,261861904.7,3987680.28,18556907.67,1340397.2,300079694.4,19895887.53,122795788.9,1916775.6,23251178.28,,,,,411049824.4,,,,,274664828.3,,398230000,200000,,31069584.57,430940880.5,,,238000000,1230455134,816139267.3,821290383.4,821290383.4,,,,42129791.19,-5851216.02,3344125.01,24281940.81
vu0MwgKS6E,30190262.93,338626853.3,6256893.89,2726883292,83995539.64,176220875.5,122582465.4,3232524885,292546447,286120421.4,293281632,345733529.3,28263079.48,17093548.25,5198445.38,420228.48,557194146.3,,250148979.7,91305778.63,,840948448.4,286447.19,39801676.48,52463321.21,,339106885.6,410662480.4,,,628841192.8,4249116253,2575850072,1717698044,2142799522,,4724766.15,61500865.3,298613270.4,39416300.81,-259176737.3,120359618.1
7KjDJnetyx,32011114.4,94096748.71,1102858.71,106959039.9,71345290.72,-6250511.22,842155.39,291616498.3,-6511214.54,46624932.02,9451202.31,1158076.74,,13051186.91,,,53212149.3,,,380000000,6799.4,122996573.6,,100000000,,,65131214.73,536726258,,,360880000,1086235400,684355462.9,584368353.8,966854994.1,,,,129753546.1,-70723872.75,-29978250.61,14349654.04
157499,12822935.84,55323940.26,464823.81,406538820,66445191.36,41051235.21,7150418.87,587164313,47736830.27,168789664.4,181256275.1,24070852.56,24897736.23,,,,170810996.6,,,4974960,,102406935.8,23316640,61060000,1218500,,9493558.49,23863732.77,,,80723981.18,767975092.9,545295421.9,365504082.4,428556778.7,,,,72974250.28,-30060182.27,5392091.44,-97749496.55
2012745,331989458.2,120432322.7,23379251.85,12042779320,7044376.44,245074792.4,131286769.1,12018479847,352982309.6,1873193742,1157410657,150462108.4,3200000000,3299936391,,845905550,11358765347,3022816,,6804600000,220994109.2,592591558.6,433522539.6,140850000,12774311,,803504196.2,1550545804,,1284567.03,920620000,26546597373,4489752601,5283633056,15835195848,,15695548.06,803081938.6,2591463459,-2628246236,290113355.2,-4473405846
u6inCg95fX,11552148.85,43837813.59,44697.64,688560040.4,1014879.72,14044828.7,6575560.03,785217220.4,20575691.09,28558808.61,141331087.6,,,,,,6054120.4,,,,,36778608.37,,,57800806.51,,19918409.88,35624551.34,,,79615970.54,294310037.8,288230028.3,135333759.5,135333759.5,,,985403.06,-26912952.59,-2219570.89,24702209.21,8320903.822
fnlFDJRswy,40084597.73,7555159.05,,328664401.7,,90000621.65,506392.28,475960870.6,140507013.9,,189836266.1,,,,,,1801926520,,,528820000,,13626678.22,49000000,,,,170809000,213689869.3,,,,4268825787,2131999267,367813496.2,896633496.2,,250000,69361448.28,-83344414.1,,95474555.17,84519353.44
aBhG8B6cB7,1679957.94,1629377.95,,50504923.54,415791.4,59818729.51,,114768455.7,59818729.51,193195.14,1024516.05,,,76897.52,,,48229715.87,,,,,77124955.35,,,,,1070586.28,402168,,,28000000,187692333.4,135820021.3,32127500.09,32127500.09,,72769.36,1923058.92,-31679957.94,-2305816.91,28864913.2,31259968.45
hg3Loh67Ms,,,,115832549.8,,,,240002332.8,29647288.26,,,,,,,,,,,,,,,,,,,,,,,124324602.9,124123678.2,78898000.33,78898000.33,,,,43400000,-611047.09,4527633.14,
UGLblMvo4e,-421450.01,8465106.13,6383.2,504513221.7,,19359423.08,142016554.4,533349022.1,161369594.3,87855252.56,383827161,,,,,,3097613.34,,,156000000,,24587495.43,81340000,,,,152237510.2,226665188.9,,,26000000,3273784093,3262280193,378168482.4,747639796.8,,,1172294.6,366367500,-615509.31,-396834880.1,-2728384723
0uz6q71VLu,42479525.08,63504039.01,3681758.48,1476504335,23499094.12,19599764.23,8673522.42,1624752050,24591528.17,46173058.43,138795440.2,5708312.22,,391994,,,337231144.7,,42574071.06,,23464564.62,202099745.7,,150775350,52810580.92,,5008147.21,203088787.5,,,680477314.7,1314370209,816981623.3,895717016.6,919181581.2,1180000,,,-7268532.98,-17729765.66,-91937560.36,-129689600.7
1600820,236822644.1,885540014.2,7702285.73,12328893346,26880707.06,499282873.2,118823095.2,14191549858,610403682.7,7093132516,6245395161,2210448726,1383478666,2552859982,1290473.38,1980487.09,1808270944,,8569617.7,2661000000,202900000,4120474155,500000000,54500000,15613039,,834030895.4,308177851.6,,,1175000000,22590449049,14625687252,12302426901,17710388406,,46309138.82,438530656.2,17530950.38,-1681726521,1978196247,-431152113.3
ppjLrn1ua6,82724524.37,149451582.5,258501.99,6076203675,148869270.1,23597744.69,4585564.06,6448754084,36170387.76,366121804.5,163367275.5,296439797.9,,619274558.3,,,3200198518,,,1324628800,,853626983,50000000,1320214291,8145377,,941107263.1,509719669.6,,6768467.42,542729467.2,7184461878,3048347485,3502900279,4843079079,21081994.27,2786309.56,134014486.6,225193537.1,-98845979.48,133922620.8,218364441.1
2AF43D2D95,,,,,,,,850555161.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2AFC78AF00,184734237.8,340955201.4,3000205.02,7987233534,1024364306,-205948723.5,240828931,9355518710,31880002.45,293975308.9,1889711948,-24840.17,,76207702.69,,,718069530.5,,,,,1509624022,,2571476748,897403196.8,,555506294,176054659.1,,,1798015239,8467077901,7308219955,6061644476,6061644476,23192953.33,,,1392875319,-368735253,-865030127.1,-104864109.5
0xT7E7A3B8,1440467.88,24279023.37,599441.78,124378228.7,42254183.25,26740353.17,4396550.2,220672570.2,30537461.59,16769983.06,61769521.36,46620.52,,20646076.66,,,34679154.5,,,8800000,,22467580.06,,,873049.5,,6991759.83,18234162.9,,,29000000,221892493.6,164687966.2,57722048.5,75548643.5,,,,13831062.9,-22674923.37,5584377.08,21681649.77
F4F88,496400784,1609339207,466367867,27536543588,433256436,9608097077,134572479,39763915441,9276301689,3232112911,489112425,1012751443,2987514948,7898525167,,938012473,10145321562,,51056575,2360713448,159595217,6180009655,216444590,,574697737,,2073223413,987302617,,333854223,3815092312,52320199332,17931875798,16364642839,22187522375,264029003,235971202,921100927,2532971035,-7704356375,6390178535,2959988485
2AF43A940B,163948007.5,299161162.3,40987556.68,2628717226,274006752.9,656031812.7,182617058.4,4127382782,797661314.5,794728240.6,166579140.7,124541050.7,,2100947384,,,2396103680,,,979550000,1532584,752190821.4,215293200,37160000,139845126.8,,262167169.7,272931448.5,,80333276.18,1900100000,7989753284,2764626166,3693178991,4787360571,10700000,12976402.24,284918699.7,1396806985,-1929967013,580840228.3,667978770
1AM4C72496,,,,,,,,126676600,48185800,,,,,,,,,,,,,,,,,,,,,,,2700479500,,,1524571300,,,,,,,
765887002,-6136601.13,83333117.68,2038014.96,636839359.4,4571941.11,-52810833.27,265837328.3,665412098.1,210988480.1,31678537.7,890480.16,27469338.52,,180934485.3,,,309989464.8,,251936111.5,1735000000,,315795859.5,653000000,138000000,,,3294107258,1352033917,,,189900000,12070667735,8073828235,4331886687,6066886687,,17355251.87,41333169.36,-882087000.2,-954180986.1,1673111833,1396379581
4838958B52,36198098.11,11551648.38,51389.33,,,42485871.09,,0,52434481.76,5565.94,,,529110958.9,1474892.48,,,1095440597,,,,,191691073.8,25000000,,,,62158727.99,521482174,,,,3069170269,1812406775,87518086.03,616629044.9,,,16163208.66,-190237100.4,-394995581,82665823.5,152140202.2
c5p1SWnfhq,59683946.55,18733292.81,467739.23,45140080.1,453936.68,40135059.63,23963816.65,173897765.5,63631137.05,,43738467.64,211183140.3,,397869545.2,,,1366968956,,,1876166667,,450848931.1,190000000,,,,744773647.3,1099351041,,,160300000,4865095202,2424681596,1319423340,3195590007,,208070.9,14094922.89,866405565.3,-790037721.8,-29283418.66,-1601125664
aKDfOIXToT,138865970.8,29634355.45,125526.46,11321663368,43308162.26,36086675.65,2542.27,11567360370,35963691.46,117251142.5,436984246.6,150300421.9,,69186263.08,,,262535782.1,,,,,2216665455,,4849595503,967187129.3,,21342820.5,84899480.34,,,947147028.8,7323915350,6375044077,6084513714,6093484642,300000,630490,3342023.07,196750493.7,30679162.4,51352479.57,-74336025.7
mAeEzfJ0ne,,,,,,,,639230000,,,,,,,,,,,,,,,,,,,,,,,,2736060000,,,1519870000,,,,,,,
1000990,68854429.69,130944088,1435065.15,2760518658,24150962.05,-51788823.51,89916895.32,2986842750,36693006.66,99785846.85,348054707.9,32995680.87,,145711421.6,,,665033971,,127599029,208742222.2,,1055334548,,103951000,22613478.92,,58163010.82,65243557.92,,196758.56,1148224603,3350601400,1798684328,1471773777,1694395429,,14095615.2,52338992.91,-273512744.7,-133133250.6,387422877.9,73578751.48
yBJQObb1ZA,-12090735.74,142947397.1,3261553.19,1661851898,1669028.84,36413486.37,310192517.5,1836255283,343344450.7,1114504395,743077174.2,79649701.04,3508648798,5123924597,,,716200372.6,,,5340900000,,2849898255,211000000,,1340000,,1244465410,2140840510,,,95710000,23017005472,6654170308,2849612255,11833620776,,18250,39544845.58,1896542771,-1639552904,244649014.1,-1954992498
rVGeJu13dg,-16160080.28,82744825.51,130000,1475774569,16092205.77,394889322.2,98856315.56,1955922613,493615637.7,26958345.23,22887807.04,29044580.77,,245785847.6,,,1264093829,18388228.33,,20000000,,1440526595,44500208.92,314525500,200066294.2,,27880230.65,873002.18,,,,4157928696,2555844329,430946963.4,450946963.4,,2784734.41,88097941.3,2508660946,-2517117412,52621248.43,-1820870778
KhkMdq3Z93,-4038735.25,53011894.76,2774590.12,568128465.4,15279642.26,-30531008.54,189719486.8,641914587.4,156413888.1,773854641.4,229919196.4,108822978.7,,59639.6,,,235999815.9,,,2965354485,416136050,2661159331,,,4220030.39,,178858232.7,252862197.2,,,13000000,13069137867,4248246790,1118218085,5050817075,,482297.76,7415848.99,-734621894.2,2143045802,-256128513.8,-1242656524
Qpw66O9VhP,132152302.2,537935080.2,1116944.58,547523957.2,242153.66,614371153.3,9799889.55,1887893371,623054098.3,1468999560,41875259.9,547499877.5,1481317476,10486061306,,,2989611597,,,2373000000,,388082278.2,,40000000,,,6318014039,2305006212,,,100000000,23569588558,3084679827,8596577054,12490262710,4000000,112488021.7,131960533.4,2665000845,-3935853917,1286972713,-3140715144
j6HN0tIR9g,106682482.3,69842073.64,809684.86,5169205006,395392.08,262175263.7,6478902.89,5790775192,267844481.7,425079164.7,640832982.1,107656501.1,,58443651.47,,203012186.3,77004426.15,,2485355.91,,12014888.49,846115800.1,,669000000,13129315,,202690956.2,495088325.8,,,1030500000,3778873500,3312110319,2574165131,2594801673,99789406.69,,,97469285.71,-2786889.84,39327630.91,-366193749.7
5hCEJMLj2x,8971841.93,22133158.28,583.29,577682391.4,36775419.37,43700004.08,77936464.45,689312074.9,121635885.2,78265861.41,79153182.06,4235842.04,,17250557.85,,,71824274.85,,278388800,,,43013627.67,,500000,338342,,17182891.44,749328.42,,,162000000,655978957.3,288094372.1,263734801.8,263734801.8,,,7644096.29,16885602.13,-3486755.79,25399349.61,95341200.48
Kl63RUXC2h,4762302.44,24288381.48,2532194,429890375,83860640.51,64342401.87,8908,610476674,61819115.87,7900373.82,57792541.26,,50000000,57264487.36,,,23343751.36,,,,,83683414.37,,,,,1355587.36,2006314.2,,,55500000,466596829.5,201810590.8,103604423.8,153604423.8,,243000,3197575.31,116463176.4,-194242339,106589081.4,21400495.73
1600645,-8141251.94,69692490.5,354820.9,50948156.76,69063028.87,55038452.96,3749161.95,246737638.3,58432794.01,6379228.07,25672793.72,541491608.4,,313000,,,132201608.3,,27105483.65,,,586841245.7,,,,,11380486.78,6994028.54,,,,847555062.5,649491532.6,575334798.9,578701465.6,,5970282.96,19130287.97,-22831000,39110876.37,110444593.8,40980162.25
opKub8M1Oa,172224313,203165599.9,2656969.87,3657079758,5423779.11,149150003.2,73695754.61,4207988821,220188788,163050943.5,559113564.1,24779656.96,,350474407.5,,,4547760327,13168827.46,,1528990000,7618111.8,440353472.1,190000000,6474400,39579161.15,,198377854.9,65156181.16,,1553559.38,1262786257,6614537487,1412610818,2160827460,3738457538,,6226059.41,273541168.1,-37496292.88,-307798121.2,453325353.4,376901975
4QRAC45240,-13342091.19,81047774.12,242965.54,815803900.4,167090826,174346255.6,14915734.29,1266058301,189019024.3,227273162.5,434672857.1,12850920.71,,,,,94949111.24,,,,,519950817.5,,,1000000,,122884172.9,27274717.06,,,,1507337148,994967806.1,440609240.6,440609240.6,,1829417.39,7282382.72,-30774133.68,-251407457.1,114339473.8,134146989
ldFS6nNoQx,218839.82,23645258.08,19269688.26,424240073,333633,-26799712.03,105604560.9,484365256.4,59535160.61,84260624.61,487832711.8,252005322.2,,219151236.2,,,245111326.1,,,147300000,,564634549.4,,,,,325258731.7,111989460.4,,,23000000,2241055631,1605637521,710128312.8,857428312.8,30000000,879144.97,11597693.28,183102434.3,-107181808.1,254926103.2,-409352895.8
1000882,111288004.5,37225483.6,1426257.15,350092437.6,103508644.5,72401088.45,2139584.6,622809443.5,73114415.9,279911170.2,14506468.44,26193870.81,,394193886.7,,19732440,131703121.7,,1719115004,683800000,,1347071222,136200000,,,,175357768.9,90087755.49,,,250000000,5976011416,1704850535,2144208816,2902845397,,11635732.3,69211120.09,162437897.3,-938960522.6,204007503.7,1156150378
EuolIZGaN5,40728820.86,128193944.2,45156.69,439620723.3,12395345.32,-53763364.43,46907266.03,583489289.1,-6901255.09,21612141.39,22630808.15,452425204.5,,318543858.3,,,658838824.9,,,2269500000,,368830419.5,,,,,983514100.8,1378107152,,,445000000,8075198802,4318321162,1915520630,4185020630,,6173472.81,41140274.17,-603546249.7,-142586573.9,470659759.4,-455063013
45L9236894,297530161.2,179202475,11182270.85,13585612385,138114411.9,677963521.2,32172488.78,14933764693,698953739.1,1289786405,36752565.94,477832338.9,,57524188.82,,,4197417814,,,,,1098536782,246167686.6,761819314.4,1234369540,,318204792,13499588.79,,,2633880363,10099561719,4870990772,6051457613,6087811079,,10649486.94,478549237.2,-282057997.6,-348065628.1,393593385.9,1090574873
VmlOoCLQ1F,126093842.8,140026016.6,3379016.27,6791351917,167973455.8,683452887.8,3127292.5,7919599473,683201164,29433305.61,227745895.1,3834301.96,,88344760.26,,,2850914920,,,391672000,,1321624160,,1046200000,589090430.5,,13992865.29,75412236.25,,,1781000000,6496851955,3539736654,2877565174,3269237174,,1815493.54,135185693.2,285789357.2,-650294744.1,574449025,-143690899.4
4819375FC6,148459300,109857378.8,3592278.6,824773602,64528806.76,-38674318.05,210464653.9,1127404906,168198057.3,1831180566,50426339.09,296789049.3,1700000000,7905026268,,,1332738777,,39635940.14,6163478182,430133694.9,1711830461,904000000,84830652.81,11201613.46,,1362318559,580965492.4,,3948924.01,1263950000,21537631032,8814513521,5788972828,14722691419,,6487744.72,65456567.38,862280007.6,-1492253670,565821238.9,-968353911.1
mTB2xigFJj,61495948.78,439825803.8,53230106.96,2227000428,27280676.33,-823989750.6,697353101,1965064329,-179866756.6,465389574,77462703.51,60551472.67,,257107775.1,,,1746124227,,,1051023063,,400388589.2,,43373547.6,32300,,23466024.27,238856825.1,,69159.15,34514692.81,2927860678,839780496.2,788938930.6,1840041994,,4465928.36,321533244,150289590.5,-196786888.5,146767693.8,-85375601.39
2002628,-8778008.31,201525200.7,3778913.01,2159763177,32611514.48,285778055,10426143.39,2623576220,292425285.4,157546301.4,203714081.5,770186102.9,,3963437.48,426516.21,60472148.03,354427137.1,,871015195.7,,,1131353231,,31823175.4,54808093.01,,522785885.1,257762336.2,,,385128629.3,5059233155,2738240163,1967045219,2368750367,,1751026.54,103762466.9,49601057.71,-127247358.9,145956971,82537137.28
2007481,320184789.4,1039672329,188323963.1,21474431822,759279935,4688256665,73523867.22,28591330335,4573456569,2037028443,964813356.8,9785839876,3000000000,7124705370,,,22362399295,13869155.93,,3322960000,287577868.6,5324922638,,685511432.7,1428908156,,1013421634,597607075.9,,4707820.18,4885265642,59491733676,24938239896,19382991827,26107503808,31387195,67419125.34,1291325240,1078778282,-5031346649,4274753777,-368011947.4
jlaZ4oPOzm,15196762.85,118438958,,563156764.5,,71896284.08,,692682820.3,361846797.5,,2983648336,,803768888.9,2416295887,,,1507086460,,,926000000,,940192250.1,,,,,25950921.59,173398623.1,,,,12019872821,8079290474,259649049.3,1989417938,,,57103184.76,81495029.59,-40818030,817344622.4,-1188347135
11B520,-5209501.85,335943015.5,5374973.2,1920714439,1205837333,1004794048,22355341.43,4515390797,1021774416,1218729705,423113921.3,144884345.9,,816058834,,,3020949628,,15232737.41,617488200,,423188923.9,,41120000,4268940,,157156906.2,1451365448,,,720876523.1,8206240655,4110597926,2673016754,3290504954,,3848687.97,180675359.9,575292847.4,-1182835123,650670964,-56066648.37
1HG15A86AD,-10377101.02,32743574.79,1362965.96,561803330.7,14781683.11,287958243.6,111129140.4,685155849.5,397724418.1,115525950.8,24696385.42,284397693.7,1000000000,848424262.5,,162031101.9,1166168924,,,3427400000,,1033960312,1064800000,50000000,6120000,,3678516406,5387705483,,5886667.75,427890000,19026445198,14981934231,5742755084,10334621427,,,7970137.66,-351257872.9,-644610428.2,803401969.7,-5266335648
FYAMDbNoov,50142112.38,72350850.78,1510867.85,798960324.1,31659145.95,-98695909.63,115761863.8,854967903.7,15555086.36,5519747.03,30034986.21,28999072.53,,118745793.4,,,683204805.5,,,293797516.7,3580000,412926195.7,,,,,216582873.8,113636151.4,,,1221980810,3480624016,1318915747,1481748326,1842966019,88920,9531499.39,16404611.77,388318326.1,71218335.57,-256733824.3,156555887.9
URpUrsqFDB,60434989.91,71814059.51,146726.37,55783484.42,3288984.24,206962041.5,11610497.99,247433317.2,218425813.1,170001117.8,35458404.88,297838497,1503217500,408208,988301.77,2312217.6,186797817.1,,4490754266,1609500000,,608536245.4,1218000000,,7000000,,2389061114,677375223.3,,,110000000,16274901549,4846874901,4357060621,8680110784,,17205.85,4539400.61,1008921026,-533181467.4,-1373376565,-1263991180
157345,2135932.31,19492037.82,,282563950.2,11974400.37,45470925.2,2725791.72,362193330.1,48196716.92,19969208.02,93297742.08,3136173.96,39832056.35,3471601.69,,,33653411.07,,,,,71173942.62,,23800000,34815049.75,,1955264.1,2095503.29,,,,329878950.6,279191400,52550657.18,92382713.53,,298305.84,3553411.32,-35060000,-5393329.52,36191151.97,33159867.33
dDVOp3K5Dv,1469550.61,36943819.29,66083.52,220986037.1,5729532.44,52963434.15,10880863.76,321953346.4,63778214.39,38635643.99,55652327.92,1422972.9,,12676016.65,,,97909248.37,,3001448.9,1331216.61,,61681143.85,478154.02,,12653731.51,,1137994.23,3443772.24,,,13372512,302752444.9,177204496.1,64671613.86,74626163.85,,473123.93,7534972.35,-13064437.11,-43798774.7,45040946.39,15320.397
