COMPANY,LESS_FIN_EXP,LESS_GERL_ADMIN_EXP,LESS_NON_OPER_EXP,LESS_OPER_COST,LESS_SELLING_DIST_EXP,OPER_PROFIT,PLUS_NON_OPER_REV,TOT_OPER_REV,TOT_PROFIT,ACCT_PAYABLE,ACCT_RCV,ADV_FROM_CUST,BONDS_PAYABLE,CONST_IN_PROG,DVD_RCV,FIN_ASSETS_AVAIL_FOR_SALE,FIX_ASSETS,INT_RCV,INVENTORIES,INVEST_REAL_ESTATE,LT_BORROW,LT_PAYABLE,MONETARY_CAP,NON_CUR_LIAB_DUE_WITHIN_1Y,NOTES_PAYABLE,NOTES_RCV,OIL_AND_NATURAL_GAS_ASSETS,OTH_PAYABLE,OTH_RCV,PRODUCTIVE_BIO_ASSETS,PROJ_MATL,ST_BORROW,TOT_ASSETS,TOT_CUR_ASSETS,TOT_CUR_LIAB,TOT_LIAB,TRADABLE_FIN_ASSETS,AMORT_INTANG_ASSETS,DEPR_FA_COGA_DPBA,NET_CASH_FLOWS_FNC_ACT,NET_CASH_FLOWS_INV_ACT,NET_CASH_FLOWS_OPER_ACT,OTHER_CASH_RECP_RAL_FNC_ACT,STOT_CASH_INFLOWS_INV_ACT,STOT_CASH_OUTFLOWS_INV_ACT,free_cash_flow
687726050,70754284.78,32749274.65,998794.14,2462042741,242324.45,182152375.3,171908021.3,2862195490,353061602.4,1164375460,5612274007,49331791.26,1191273844,3877661019,125994.07,67500000,12910350376,,5059098653,62163379.33,2891090000,68932371.35,674216530.7,2083855541,85120000,500000,,1202608108,1373938032,,,1375200000,31781336849,14798361512,6122746256,10425347842,,744602.73,25339254.63,1218896519,-223974032.5,-869891478.5,376000074,935641,224909673.5,-275494978.5
NwkXFKADhK,3939611.46,41519080.03,359362.68,102702069.6,21773367.18,31074864.53,5452527.04,202659448.2,36168028.89,34705254.64,44419625.14,1937536.3,,21004529.47,,,49147223.12,,47926275.38,,,482000,90198167.04,,,,,7396372.73,5484722.6,,,,326945972.9,221174412.4,58523367.46,64592111.84,,,,,3198283.38,50421060.02,,302694549.3,299496265.9,474051.3799
786659906,-1368668.83,9109166.57,872714.11,74536374.9,460,77419778.64,195000000.1,93653263.5,271547064.7,12706082.35,,,,2342768066,,3000000,10067513.6,,4022765.03,1510935626,613000000,,465435576,18000000,,,,1609111661,157412539.2,,,,4522826145,655478060.7,1646144619,2289560075,,,1208205.71,563347822.8,-542545979.7,-45712821.13,,,542545979.7,
K5FC7EAC,1684259011,1410975410,143547450.7,35409353032,,8343118085,349178935.5,44178960881,8548749569,6732484479,5463831686,42416304.49,8445020576,6146562299,470389276.4,5912443805,49165367362,,2700520396,65782738.55,25572500352,69013778.73,14546683767,1012637583,145000000,26817978,,1214491680,56577896.18,,3147187.44,6835000000,1.04E+11,24709993790,17484010395,53074091022,,65800168.66,4974800235,180084859.6,-6233077727,10423366934,,2899744620,9132822347,-7578089197
1.63E+61,176034606.3,105896664.7,10431061.33,1541977528,69877374.52,137603276.4,79984578.67,2074120241,207156793.7,165021921.4,205714869.8,10132630.01,300000000,733052200.4,4058100,51850295,2894117109,,119390443.5,24949083.09,1561640000,30052000,593709602.5,340000000,315550000,81819022.37,,120655417.2,466483750.5,,1715394.53,1719600000,6691256894,1627947766,2725895443,4622784044,,14815840.8,161264575.6,252896260.1,-741475147.2,590714077.6,266566636.5,439090267.3,1180565414,-4849412.1
RPhcOTS5Sq,52511347.18,74013107.28,2634198.23,964249067.8,38912630.63,67046253.17,19041965.97,1135859712,155454020.9,85722700,1808228500,122998500,2357445700,476869400,,,1453807000,,16870837100,,6071000000,,1852719800,4904700000,,,,3134870000,3483604300,,3762500,589700000,27053632100,24506929400,8949763500,17422512200,,,,159162500,-133037900,434310300,198200000,110890900,243928700,2237125269
1AV632F3C1,326575600,97045800,10420400,27435900,3365644800,4035870200,110877200,9803436100,4136327000,84370100,22278600,222721200,1000000000,,,22631316200,528777600,225306600,,19975600,6978483800,,21922254900,3702498600,,,,239482000,10965100,,,1382000000,95270993300,52298617800,59560053100,68105126600,6850358800,,,7784681200,1536005600,3518207300,900690000,21008193700,19472188200,3431606201
1H54F5E13D,20260884.14,555469502.2,31588521.05,26854091660,833272656.1,25259188.53,72357576.58,28099708367,66028244.06,7437636741,194158322.9,3246082114,2488484999,1050604390,,390253090.1,2730057618,16024499.96,5342011933,,200000000,,453154575.9,,811657989.8,1079775814,,548584367.9,222165768.2,,2940845.81,184411390.9,24626374971,9601542284,12359581454,15393110288,,45675523.86,297607187.1,-1331495003,-366004800.1,1797599087,,16637744140,17003748940,-114585463.5
dkO46RhJYz,-1385800,10952900,51400,5050000,1025200,7507600,10674400,12226600,18130600,218019100,894200,1550900,,329231400,,,7150200,12009700,284011500,603192100,670600000,,732812000,100000000,183500000,,,33065700,74422200,,,413000000,2108301100,1144779900,953499500,1627796100,,,,559709300,-196171100,-229324800,30000000,,196171100,-373226187.2
1mO803A72E,132299810,144305837.9,68666105.72,1272285952,61092316.87,530984912.2,29808921.44,2109423591,492127727.9,207885332.1,154794898.5,403429488.6,1008833000,334550366.2,,,3448264420,,2068394549,,456785010.6,,1181455332,141308000,,995000,,51275619.64,305691200.9,,614515.99,496300000,8469359332,3736592114,1488507281,2957839589,,3403280.46,218414810.2,-1065564359,-330326299.7,1279942621,,84722506.09,415048805.8,392616126.2
9z9qSaI0j6,153539795.6,124473362.7,2910824.88,746748108.3,52131722.95,-11768225.51,66986266.89,1063799237,88935165.87,248672043.2,35751369.84,325875189,600000000,646686694.6,,,3561524588,,1631553470,,829000000,491609684.1,599310228,90000000,,5820000,,1038616680,403583686.4,,12740728.16,504000000,7437602376,2915248644,2801794655,4746290125,205000000,112336.68,289159486.3,310574175.4,-104591287.2,-55022272.96,,2375370455,2479961742,-366221516.6
662042146,10436671.22,4696610.72,805987.28,238016785.8,6110,117881217.2,14325941.82,315460731,131401171.8,130352566.4,619595690.6,9176023.45,,,,40120000,7475060.79,,982222853.5,1488149914,22000000,,8731399,8000000,,,,113357274.8,162181068.4,,,9564000,3398141961,1787817265,320741629.8,401122532.2,,827330.41,490256.09,-19328578.64,-8088567.8,28015200.27,,,8088567.8,-1366457777
jxfvZcbpmT,7764911.58,9723548.64,7310,436060407.9,7539940.34,132108994.6,4928443.14,596485032.9,137030127.8,41856233.36,11188994.01,,,373015098.9,,,17477094.92,,5163382217,,255315000,,652800993.2,,,,,728492154.2,93987387.49,,,,6484787090,5973798015,775751122.1,1031066122,,3150,2338117.04,292065126.6,-376986221.4,343188666.3,,332549.69,377318771.1,-1349417733
1000807,884030812.5,432074555.7,4592155.16,18280357511,390709646.4,-965960987.8,65103935,19092800483,-905449207.9,2735306171,151877637.6,335676109.8,1000000000,2531905112,1225000,198250265.6,13293538269,,2775319663,,4798425975,1924740184,1688240479,1644303178,1497374259,367839062.4,,95479437.22,87826846.48,,69291995.85,5296561108,24405023827,6169424519,11823575597,19706448141,,34306108.09,700851823.7,1021678713,-1209527792,295140676.2,1781457488,50884986.79,1260412779,-482849329
602898,175051652.9,204943950.5,3191924.19,3679682255,66776928.16,-22385730.33,15601011.37,4006514600,-9976643.15,407923879.4,753531508,26089238.67,,24482794.75,,1051161251,549270576.4,,807113216,27272309.19,28000000,,764554515.1,,398495469.1,88648494.39,,996211098,2108768923,,4247,2080346858,7490830060,4712186204,4292154785,4513303252,,2258230.26,52568435.95,-96945899.07,-91570595.22,-76127759.47,1460000,120877242.8,212447838,335250084.5
1600100,1133948002,1819071594,85437828.8,20829692216,1702955136,1129416937,379200935.3,25993724027,1423180044,7598707575,6780758988,2281174221,1500000000,869274299.4,13461958.59,173341605.1,5677217883,211162.42,8261994458,15300000,4084258459,339518752,6468361807,1874981561,1034851537,226106009.6,0,2708164206,835081161.5,0,0,10432700867,49725008906,25266452759,27321708773,34361017327,1491222598,230770274,543357627.2,2063745733,-2027170017,856103304.7,225404875.5,359106990,2386277007,84834267.39
1601D3,71058465.9,561889226.6,7890364.08,3691953314,117912186.4,727675621.2,21597787.13,4803347299,741383044.2,966658189.8,734895090.7,649558837.5,1183594938,470213258.9,1855000,47562744,2104747119,2992888.89,585375810.9,7829142.05,850096500,,3181050808,30000000,242231833.5,36081249.34,,74567902.56,291895169,,,710000000,10732028445,5383652434,3203630732,5511070814,,10122139.89,120799287.8,1106948381,248063897.3,370984329.1,15400.61,1127830254,879766356.7,-467032065.2
1600173,1998515.91,66942333.49,2108689.61,1307644168,41745195.08,384697786,3505732.81,1943477805,386094829.2,362161014.9,388907797.8,502418788.8,593302221.5,,,45000000,14102764.93,,2585497051,45658240,526200000,,910057968.8,370000000,452673,,,66616361.73,46415070.42,,,47000000,4451084059,4292691370,1703231554,2844234203,,,3122332.33,310398888.9,-70958256.03,451561346.4,51420192,126342139.2,197300395.2,-253881221.1
nTLp4YOB1E,54145940,4787747.89,163259.41,56003493.85,,46726385.3,3170742.14,172280609.1,49733868.03,192455328.2,206801021,24759,,,,,2024341.79,,24606.5,,910000000,,800044.84,170763913,,,,8561296.6,197033910.8,,156387.15,,2072264121,459731238.5,377724218.8,1432390885,,48234380.93,297385.56,-34178728.03,-4126897.98,36487340.18,323600512.6,,4126897.98,85976433.75
1600208,655590233.1,290143744.9,11853576.37,8596467865,346073064.7,1486565228,20966071.95,11038339078,1495677724,1507643548,1157737523,6797606241,1466923706,4321615.8,,1781431716,241292082.3,,42789574351,401332583.8,13389640000,,12752155568,10648636630,950550000,,,2049501903,586780636,,,3082900000,70849233162,60033395180,31780147718,50342833843,14196803.8,6325754.56,44329969.52,6541471575,412547203.8,-5008432533,2835952414,2566049389,2153502185,-5301113254
1HH4CA2BE9,208505001.1,2406384862,47252165.66,22606503463,1682247100,3590182327,1157564258,30719764539,4700494420,7859591434,8923599014,5043535578,899966667,998749231.6,,808734588.6,4909418143,39462134.46,9614238308,70984523.81,2385198654,54382310.65,8170426589,1760559491,3076079485,730364151.1,,3148593676,3621179422,,,332336000,47492315859,37384015669,27513554278,32020584258,1611287624,39099231.74,822768950.3,-2019427762,1315931559,1707263719,74244912,16152881298,14836949739,1098564010
1600068,1285341983,3123609675,57623286.85,61389312759,605253285.6,3542095422,420800604,71605390347,3905272739,15335188614,11933818561,9347606569,1650000000,521191164.7,,5180935967,11644418181,145538.86,26762917353,57666540.49,21230097346,285651859.6,10743826168,4868212105,359392608.3,1263091329,,7997744207,5430757011,,,8218422000,1.05E+11,62648496809,54299960003,78583506522,157901738.6,323659249.5,1171898857,5662826987,-4563721078,1146315792,653146090.6,739972322.7,5303693401,-187340090.2
egGPe9TheQ,151044943.5,61029422.69,4002607.57,569020242.9,,13665682.46,263898.11,782909391.6,187072569,586805162.6,907069445.5,1853265372,2035521346,9443682.66,,,259250061,,7882468858,,2141203463,,719040762,535500581.3,,,,3564585504,3483667635,,,,22083566355,15303157833,6646745240,11849383609,,711898.24,9040207.7,-650324854.9,-693613608.2,1240003591,96678599.4,205056832.7,898670440.9,-354877684.3
PxXJa9lUGk,76559226.84,79402831.99,1354773.24,492708767.7,15385847.45,-31667355.72,197398351.3,669727621.4,164376222.3,1231564508,1210507337,11989060.64,,375304081,,100000,1417362037,,4435422694,,2377500000,,4333638434,163500000,2648875552,,,620651669.7,1680790923,,,1479000000,13696045355,11746152405,6186826942,8564687942,,2755696.6,36785675.69,750684892.6,-654214509.4,316504731.9,,1659240,655873749.4,-2214375993
0PV74C794F,1262815276,712423410,14253918.77,4905339699,125853912,-150940842.2,1124006951,6982830724,958812190.5,3613646723,801624424.9,1570823993,,3404546290,172969417.3,7057149123,5039882149,46330322.19,11193423519,3148783577,17576716615,302866711.1,6590880398,4426514686,120741263.9,6684003,,5378105558,2925331485,,,2761500000,59558987604,24750644802,19124730306,37612343835,90200000,13303182.15,462008811.9,-28837568.87,-1999617037,713549502.9,2647171441,3259098046,5258715083,-1192012225
2007687,1021845618,1228325109,11355809.31,9167671667,166288224.8,-627158234.2,52260992.59,11001301702,-586253051,3307897069,4216462779,293522242.4,,1874630957,,,9262637253,7727168.27,4987940874,,2211848684,1030459469,3840932247,699934403.5,3300542904,691095539.7,,464280532.1,6876226767,,,7979669828,35680919568,22538639816,16337043281,21854896293,,19093444.63,908137680.5,562478126.3,-1305793305,427216969,2084717609,806258904,2112052209,-892449114.7
pI2TjDAhqV,-2059661.87,20453346.98,983024.59,665021123.9,,-1504382.04,276510001.2,729365461.3,274022594.5,78549920.01,1145495061,498900951.9,3000000000,79145452.79,,48000000,4981550.61,,13112781368,524825663.3,630000000,4122577.62,1283732159,916414000,70000000,,,3620412818,2026967286,,,89900000,18683257768,17903700623,5392039228,9123461806,,229374.36,13251998.85,2271722930,-43871955.45,-1461941644,1848859162,,43871955.45,-7732976118
2AF4DEB296,,,,,,,,580790000,8120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3IVA415CF1,183327960.5,181482023.4,12611262.56,1443921439,9711250,48240760.29,,1949771717,253207863.7,,1911728923,,1659919981,,,,858947220.1,14603263.89,12460580939,,2751538965,302005000,1118502731,1102226845,,,,3117569287,1136644446,,,356000000,19516072147,17445549190,4735968334,9449432280,500000000,10696365.66,36369788.64,1399934753,-742421470.1,-227947461.9,323455000,167578529.9,910000000,-1283476062
748399648,1732922.86,4047120.19,,441360177.6,,106860882.6,82748144.64,538413964.9,189609027.2,55802612.29,,,,,,,34674548.85,,5090124800,,1071000000,,30344608.05,,,,,330875986.1,131493308.4,,,30000000,5472621900,5251962716,416678598.4,1487678598,,400987.95,1263670.19,274833190.3,-50004980,-271639126.9,,,50004980,-4669323745
2020299,,,,,,,,14078462300,183560700,,,,,,,,,,,,,,,,,,,,,,,,5194576900,,,3834601500,,,,,,,,,,
opG8BrbNkj,323025862.5,73080661.88,2628710.91,1174914625,2288662.85,-226044471.8,422403166.2,1302072348,193729983.6,2280323971,7152579420,134361786.1,1000000000,171430891.3,,75000000,2191980856,,7175219281,,7459975272,,759834584.1,1624798900,,,,2928331835,4764746087,,,250000000,23095244302,20125722988,7407070122,16044795394,,158535.1,45898989.89,1784393631,1094881.99,-1459281435,90000,2209907.78,1115025.79,266754924.5
VV7PsP2utC,,,,,,,,,17121200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xzWjHUP0fR,-3592970.39,5220849.58,,655842895.1,,90024904.76,160000000,699230815.6,250024904.8,462573134.1,,,1877249467,,,,455370758.8,,14494889665,,612300000,300000000,1235091737,472000000,,,,2380014116,410055649.4,,,461000000,16725012742,16140037052,3858919012,6806764480,,,176379.98,1926018257,-40000000,-1066776129,715330000,,40000000,-1875593418
1600839,201029052.4,3013868855,51948586.49,50925118000,4704514364,11020929.07,574455273.4,59503900597,533527616,8817745770,8474051342,1566951873,,367578954.1,,262790103.2,5785652513,127185203,11917256316,481782181.7,2024151636,,13999811942,3361918825,4357441531,8872161928,,2725703888,3094792604,,,13388072362,60224606914,48495210903,37576156178,40772188981,86304077.3,315034078.7,944916735.8,1181776121,-930532891,1920744486,1714451309,2522135266,3452668157,-473373254.8
ZMb1QocLmM,-11434600,137060600,21129400,181780100,58502900,-31466900,6366000,320830600,-46230300,101446800,89542000,92458300,,22897400,2750700,413090300,180035000,27906900,76031400,,,,265962600,,600000,135511000,,317451500,335658000,,,77519800,1918587300,1014254100,851408700,987372900,1489900,,,-41683800,153327300,-84205900,,479722500,326395200,-309451300
m0P11HvCoy,1303780.09,46845878.17,118897.15,374032306.8,,-52949381.68,106574948.5,369749080.6,53506669.71,335430395.6,56990737.81,137898740,300000000,368749390.9,,116071300,1487808675,,152361015.4,,714675825.6,,298425206.7,,143000000,12600000,,14143088.59,392700903,,,131000000,3012928512,940975327.2,772792875.7,1787468701,,406895.4,66253782.07,300890544.7,-247209582.7,119540615.6,185453532.2,,247209582.7,-61193089.48
08V3973EFA,763843500.8,840952712,43719530.89,16854392149,35467954.97,205045761.9,66147894.95,18897587047,227474126,1963355077,79026076.87,70471541.43,1989712197,6803369942,1820060,148636119.8,10211362361,2729265,2164194054,,7051689853,496838429.4,1291900338,2522342447,99897228.06,169861985.2,,474591636.6,178938202.2,1269368.18,17816677.34,5669519488,32839802237,4105358502,11387871898,21403499378,469739.3,186253983.6,486617688.2,1278021516,-2300148396,884152669.1,300000000,281066001.6,2581214398,1592629223
QiWgRXKlqr,86306331.04,47140338.59,1192142.26,1658091425,1182138,-7864524.18,348311454.1,1900201419,339254787.7,1219568683,,1550663,1500000000,380000,,200490000,180230884.6,,6510770923,1554454920,4478680000,82748030.12,1671475534,1157611970,280000000,180000,,5480542648,11981359384,,,20000000,25564199482,23530000617,8431249770,14492677800,,480608.11,41559966.25,1761416662,-422452303.5,-806473554.2,21329625,44309311.13,466761614.7,-1627693801
2007915,720307442,1652130067,33983777.55,25801734688,631928102.3,4443413799,427249427.8,30824143748,4836679449,4885195341,2199054766,7010105021,3900000000,5932775199,,68729291807,29616079029,50172449.3,6211583033,769962746.8,3444066310,373871.82,9694932834,1346904792,3000000,5468400,419117371.2,2201155422,259297893.1,,651247678.4,631598844.6,1.36E+11,18936890342,21433840512,43890551721,3100.8,4969303.44,2572533273,-3942866590,-1667192240,5352244593,9200000,12632963907,14300156147,2229943895
750110532,-18162150.17,55816854.25,798058.12,1175900278,2124665.25,32608003.98,122293421.2,1317544913,154103367.1,91297341.55,11152577.89,703184173.4,1000000000,1220350.29,,21742294.31,52306588.65,,821656521.6,20702827.18,434500000,,1672658851,25000000,,,,817842160.8,1620535100,,,,6869225770,4269630254,1689893904,3144581188,,207185.4,6828118.94,1269479674,-26775210.12,-315086521.5,,4700,26779910.12,-1247674773
4JP5FE4774,-1684382.48,33743817.89,125279,1380187876,523092.46,177541126.7,502508.44,1626716183,177918356.1,485799.35,4189862401,2628576.33,3569061744,,,352500000,22266711.79,,7465193287,1729431289,4136182519,,1881602783,744000000,,,,1369875102,7395893674,,,394600000,24441213818,20941032074,3156174563,10861418826,,20930806,34671240.89,1491717558,36114127.78,-817224702.4,2498823940,72003942.6,35889814.82,-1729108571
RPp29wxM2F,266678.05,2859227.71,15200,283244435.2,529525.25,74070966.49,332741.53,373810495.4,74388508.02,,145727079.4,,184075518.7,,,,3023377.56,,1173756272,,182000000,,217246452.7,,,,,7448474.77,154439966.2,,,,1694201223,1691169770,76523984.47,442599503.1,,1425,551019.84,356307066.7,-146340,-139533881,,,146340,-365848867.8
fEUAY8ku2q,258500759,854477912.5,41520332.57,3849204066,571282333.6,-63983012.33,187646946.9,5537492496,82143601.98,1621997429,545725105.2,2346181280,,1521195620,83555517.95,289306414.9,8615381251,,499087152.6,9097947.62,1331833939,414210000.2,2887962795,314900000,43695314.05,6836200,,685970406.5,478608076.4,,72354032.67,2470413927,19373056257,5107018873,8385458680,12731938132,,53780719.03,883699671.2,28497381.64,-2548235335,2777593743,422706912.5,413272750.9,2961508086,1079682817
bIWppx5lQi,50567900,57692200,2366400,324267200,20612100,-7400100,40990000,455925300,31223600,66102700,34367200,286333700,250000000,502543100,,,2053385700,,68860400,,354000000,,1635927600,64000000,1536000000,,,20466900,1831012100,,,1357300000,6165367800,3600490500,3332568300,4212937200,,,,992558800,-208548300,-267250500,,,208548300,-206245634.5
pn1fP4fQzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0yU051C163,762414710.6,1402512470,59951188.2,33456236729,266685978.5,551400256.7,112526178.6,36677696216,603975247.1,2118412830,292350194.6,253872444.3,3686575084,3735105756,,447948143.3,9595860703,11898803.33,6827987765,78389479.51,1143042204,3291476,3684377287,807590000,82326722.74,108721262.1,,573898122.9,792071179.9,,74694054.56,13046362980,36813783973,13489401410,19531748368,25172975423,422891968.4,154535435.1,797189790.2,1816901937,-2543529240,939828235.7,4862330337,799893255.8,3343422496,1476595727
779153261,-123601087.6,1784829.8,100000,476123890.3,,139670945,,499930084.8,139570945,,,,1088320473,,,,12560,,5197023661,,244200000,,583887664,146800000,,,,1362076342,1218423315,,,,9096212952,6999334640,1722468041,3054988514,,,,1109774195,,-583157466.5,,,,-1017919278
2tCVfsXUjG,7907567.28,13990885.86,23203,215692578.3,12405367.56,27658684.05,24200,278533128.5,27659681.05,7052636.3,9252336.3,22823623.3,50000000,42398526.3,,,84420129.78,,74232533.85,,,,37125263.37,,,,,885123.36,26852363.6,,,43000000,321949558.8,167627859.4,77370954.56,127370954.6,,682251.89,11978618.11,-6891717.95,-6692368.29,14616855.69,,160000,6852368.29,12564946.11
4539B2A001,101946596.8,945593295.4,2889488.95,9660513704,214779241.1,-489811432.4,82841484.96,10670956577,-409859436.4,4975451361,3220271947,1239949551,,114357076.1,,10272705.1,2282459971,,4009510723,33824018.47,58934080,8772950,1512339221,1001125000,1276794026,424190383.7,,119055273.7,104242021.6,,34958419.4,1565649749,15236081490,10962240866,10459408288,10727707147,3965560.11,27870623.37,218805941.3,-202993896.1,-379994745.7,285345648.9,265203110.7,306351279.1,686346024.8,1455570815
661242437,17367852.54,5933137.01,,113389012.3,,49500461.32,,190509193.3,129500461.3,,356711295.4,,528123050,,,,786143.08,,4375568067,,1206000000,,332092834.4,,,,,13131535.54,1106888850,,,,6287393133,6171261047,21484355.78,1755607406,,833.33,271569.91,885831834.7,-15900,-766275288,494000000,,15900,-3566859022
OayQFE8WdR,80857664.4,326488352.7,4339707.02,1267712477,22015204.35,-251410409.9,704891670.4,1489104190,449141553.4,170899496.9,436908056.5,1512188882,1200000000,191222582.4,,189981981,1389651700,3543170.67,2370035625,,1098662665,1059909947,1254749342,670150000,4080000,5000000,,1750438431,4016451745,,2346344.93,240548650.9,16933448816,8326079683,4460973646,8201099007,,50040032.98,207685611,460334219.7,-319170337.4,96794296.86,672983872.2,578450393.9,897620731.3,1326962992
